split,batch_id,label,size,attacker_ratio,attacker_count,score,w_statistic,p_value,suspicious,distances_used
heldout_benign,0,0,1500,0.0,0,0.04466320673962609,0.9553367932603739,0.8711288711288712,False,1455
heldout_benign,1,0,1500,0.0,0,0.03947038198845998,0.96052961801154,0.5654345654345654,False,1461
heldout_benign,2,0,1500,0.0,0,0.04525488126820576,0.9547451187317942,0.8971028971028971,False,1466
heldout_benign,3,0,1500,0.0,0,0.04446066808002258,0.9555393319199774,0.8571428571428571,False,1470
heldout_benign,4,0,1500,0.0,0,0.055787640139847605,0.9442123598601524,0.4675324675324675,False,1452
heldout_benign,5,0,1500,0.0,0,0.04660836528423806,0.9533916347157619,0.983016983016983,False,1458
heldout_benign,6,0,1500,0.0,0,0.0607219681277571,0.9392780318722429,0.27172827172827174,False,1462
heldout_benign,7,0,1500,0.0,0,0.04154615884528989,0.9584538411547101,0.7012987012987013,False,1464
heldout_benign,8,0,1500,0.0,0,0.03644676665174429,0.9635532333482557,0.3936063936063936,False,1468
heldout_benign,9,0,1500,0.0,0,0.042324927378612376,0.9576750726213876,0.7432567432567433,False,1463
heldout_benign,10,0,1500,0.0,0,0.04025723493641242,0.9597427650635876,0.6113886113886113,False,1462
heldout_benign,11,0,1500,0.0,0,0.05326149004160441,0.9467385099583956,0.6153846153846154,False,1467
heldout_benign,12,0,1500,0.0,0,0.076818971885807,0.923181028114193,0.053946053946053944,False,1456
heldout_benign,13,0,1500,0.0,0,0.05548859366308467,0.9445114063369153,0.4755244755244755,False,1462
heldout_benign,14,0,1500,0.0,0,0.04575551734004202,0.954244482659958,0.9330669330669331,False,1452
heldout_benign,15,0,1500,0.0,0,0.04207575168531208,0.9579242483146879,0.7292707292707292,False,1458
heldout_benign,16,0,1500,0.0,0,0.03802431902402503,0.961975680975975,0.46353646353646355,False,1467
heldout_benign,17,0,1500,0.0,0,0.04543328137040881,0.9545667186295912,0.9090909090909091,False,1464
heldout_benign,18,0,1500,0.0,0,0.03726214962753438,0.9627378503724656,0.42957042957042957,False,1470
heldout_benign,19,0,1500,0.0,0,0.03220646122198667,0.9677935387780133,0.22977022977022976,False,1460
heldout_benign,20,0,1500,0.0,0,0.041483739636746675,0.9585162603632533,0.7012987012987013,False,1462
heldout_benign,21,0,1500,0.0,0,0.0707813861519555,0.9292186138480445,0.0899100899100899,False,1464
heldout_benign,22,0,1500,0.0,0,0.068786128587493,0.931213871412507,0.11188811188811189,False,1466
heldout_benign,23,0,1500,0.0,0,0.05422979206480161,0.9457702079351984,0.5454545454545454,False,1460
heldout_benign,24,0,1500,0.0,0,0.0512229653721602,0.9487770346278398,0.7312687312687313,False,1451
heldout_benign,25,0,1500,0.0,0,0.06478450104293731,0.9352154989570627,0.1958041958041958,False,1462
heldout_benign,26,0,1500,0.0,0,0.04740378918807853,0.9525962108119215,0.9630369630369631,False,1458
