split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.11474609375,0.15666666666666668,0.5174617690120494,19.548231923004415,14.425088399942986,25.59181867182091,False
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.1142578125,0.156,0.5168106149831786,19.119042443746153,14.425088399942986,25.59181867182091,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.1103515625,0.15066666666666667,0.5169905635442207,16.060062995836557,14.425088399942986,25.59181867182091,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.11474609375,0.15666666666666668,0.5181430811318292,19.550684646635624,14.425088399942986,25.59181867182091,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.12451171875,0.17,0.5161673794812588,30.73155634970449,14.425088399942986,25.59181867182091,True
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.1123046875,0.15333333333333332,0.5169945120756112,17.514208822674867,14.425088399942986,25.59181867182091,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.1142578125,0.156,0.5189504523242067,19.126745858173855,14.425088399942986,25.59181867182091,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.11376953125,0.15533333333333332,0.517324233286263,18.704488139637515,14.425088399942986,25.59181867182091,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.1123046875,0.15333333333333332,0.5172300613060866,17.515056799904578,14.425088399942986,25.59181867182091,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.11279296875,0.154,0.5164356987913064,17.898788778024727,14.425088399942986,25.59181867182091,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.1142578125,0.156,0.515296333106154,19.113591028988864,14.425088399942986,25.59181867182091,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.107421875,0.14666666666666667,0.5187900244911539,14.138163773645553,14.425088399942986,25.59181867182091,True
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.11669921875,0.15933333333333333,0.5155069929701748,21.35835694959905,14.425088399942986,25.59181867182091,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.11376953125,0.15533333333333332,0.5175185172770277,18.70518756200427,14.425088399942986,25.59181867182091,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.11669921875,0.15933333333333333,0.5152684481060854,21.35749818808833,14.425088399942986,25.59181867182091,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.1181640625,0.16133333333333333,0.5174080198439168,22.85128221682422,14.425088399942986,25.59181867182091,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.11181640625,0.15266666666666667,0.517893429811895,17.140306180641755,14.425088399942986,25.59181867182091,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.1015625,0.13866666666666666,0.5167484592165806,11.03470263631432,14.425088399942986,25.59181867182091,True
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.10986328125,0.15,0.5155592178752836,15.713316879381194,14.425088399942986,25.59181867182091,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.1162109375,0.15866666666666668,0.5181514967813101,20.89656647278859,14.425088399942986,25.59181867182091,False
heldout_benign_stream_20,0,0,1500,0.0,0,1500,0.111328125,0.152,0.5176023430976582,16.771340195220915,14.425088399942986,25.59181867182091,False
heldout_benign_stream_21,0,0,1500,0.0,0,1500,0.11376953125,0.15533333333333332,0.5157114481458122,18.69868211313189,14.425088399942986,25.59181867182091,False
heldout_benign_stream_22,0,0,1500,0.0,0,1500,0.11376953125,0.15533333333333332,0.5193824237327844,18.71189762524499,14.425088399942986,25.59181867182091,False
heldout_benign_stream_23,0,0,1500,0.0,0,1500,0.1123046875,0.15333333333333332,0.5159985687983614,17.51062342687677,14.425088399942986,25.59181867182091,False
heldout_benign_stream_24,0,0,1500,0.0,0,1500,0.10986328125,0.15,0.5176448078765674,15.720825003385816,14.425088399942986,25.59181867182091,False
heldout_benign_stream_25,0,0,1500,0.0,0,1500,0.11279296875,0.154,0.5177400032886595,17.903484274215195,14.425088399942986,25.59181867182091,False
heldout_benign_stream_26,0,0,1500,0.0,0,1500,0.1142578125,0.156,0.5170186924418313,19.119791522597303,14.425088399942986,25.59181867182091,False
heldout_benign_stream_27,0,0,1500,0.0,0,1500,0.1142578125,0.156,0.519381623150398,19.128298073148144,14.425088399942986,25.59181867182091,False
heldout_benign_stream_28,0,0,1500,0.0,0,1500,0.1064453125,0.14533333333333334,0.5185621205465573,13.555559162338241,14.425088399942986,25.59181867182091,True
heldout_benign_stream_29,0,0,1500,0.0,0,1500,0.11328125,0.15466666666666667,0.5172447949548211,18.29798425997549,14.425088399942986,25.59181867182091,False
