split,stream_id,label,attacker_ratio,attacker_count_per_batch,batch_size,stream_length_batches,total_queries,detected,alarm_batch,alarm_queries,max_cost,final_cost,final_bucket_coverage,final_new_bucket_rate,final_spread,threshold
heldout_benign,0,0,0.0,0,100,10,1000,False,-1,-1,10.473228507077803,10.473228507077803,0.09912109375,0.12,0.6623683258064984,15.692638158688071
heldout_benign,1,0,0.0,0,100,10,1000,False,-1,-1,11.610760678509422,11.610760678509422,0.1015625,0.16,0.6601719894559609,15.692638158688071
heldout_benign,2,0,0.0,0,100,10,1000,False,-1,-1,11.011889108237224,11.011889108237224,0.1005859375,0.1,0.6596133300620941,15.692638158688071
heldout_benign,3,0,0.0,0,100,10,1000,False,-1,-1,9.95359292594097,9.95359292594097,0.09814453125,0.07,0.6621083865032482,15.692638158688071
heldout_benign,4,0,0.0,0,100,10,1000,False,-1,-1,8.745238643904026,8.745238643904026,0.09423828125,0.12,0.6597030133595473,15.692638158688071
heldout_benign,5,0,0.0,0,100,10,1000,False,-1,-1,12.308592434343097,12.308592434343097,0.103515625,0.08,0.6594391361055658,15.692638158688071
heldout_benign,6,0,0.0,0,100,10,1000,False,-1,-1,12.04440828963375,12.04440828963375,0.1025390625,0.15,0.6632024034458968,15.692638158688071
heldout_benign,7,0,0.0,0,100,10,1000,False,-1,-1,14.66261968982395,14.66261968982395,0.107421875,0.15,0.6618796308370045,15.692638158688071
heldout_benign,8,0,0.0,0,100,10,1000,False,-1,-1,13.987866120428183,13.987866120428183,0.10595703125,0.21,0.6656892211317268,15.692638158688071
heldout_benign,9,0,0.0,0,100,10,1000,False,-1,-1,11.203372854808888,11.203372854808888,0.10107421875,0.09,0.6617579571471474,15.692638158688071
heldout_benign,10,0,0.0,0,100,10,1000,False,-1,-1,11.811601531395105,11.811601531395105,0.1025390625,0.07,0.66075608171294,15.692638158688071
heldout_benign,11,0,0.0,0,100,10,1000,False,-1,-1,9.259391456549947,9.259391456549947,0.09619140625,0.08,0.6568158377380131,15.692638158688071
heldout_benign,12,0,0.0,0,100,10,1000,True,10,1000,16.73573085921006,16.73573085921006,0.11083984375,0.08,0.6628934419042334,15.692638158688071
heldout_benign,13,0,0.0,0,100,10,1000,False,-1,-1,10.404096526372294,10.404096526372294,0.099609375,0.03,0.6585722137931418,15.692638158688071
heldout_benign,14,0,0.0,0,100,10,1000,False,-1,-1,9.986427570005583,9.986427570005583,0.09765625,0.15,0.6596736107584867,15.692638158688071
heldout_benign,15,0,0.0,0,100,10,1000,False,-1,-1,15.21313606417286,15.21313606417286,0.1083984375,0.13,0.6615954867969202,15.692638158688071
heldout_benign,16,0,0.0,0,100,10,1000,False,-1,-1,15.017390799862245,15.017390799862245,0.10791015625,0.17,0.661540683001231,15.692638158688071
heldout_benign,17,0,0.0,0,100,10,1000,False,-1,-1,11.228512524247968,11.228512524247968,0.10107421875,0.1,0.6609634208802255,15.692638158688071
heldout_benign,18,0,0.0,0,100,10,1000,False,-1,-1,10.454558752221352,10.454558752221352,0.09912109375,0.12,0.6571822827908179,15.692638158688071
heldout_benign,19,0,0.0,0,100,10,1000,False,-1,-1,9.547523265056654,9.547523265056654,0.09619140625,0.18,0.6590746734343205,15.692638158688071
heldout_benign,20,0,0.0,0,100,10,1000,False,-1,-1,10.001165977354976,10.001165977354976,0.09814453125,0.09,0.6597675674515832,15.692638158688071
heldout_benign,21,0,0.0,0,100,10,1000,False,-1,-1,10.142941069545216,10.142941069545216,0.0986328125,0.07,0.6627621090335574,15.692638158688071
heldout_benign,22,0,0.0,0,100,10,1000,False,-1,-1,10.783265986059785,10.783265986059785,0.10009765625,0.09,0.6612624449751227,15.692638158688071
heldout_benign,23,0,0.0,0,100,10,1000,False,-1,-1,9.123984365811536,9.123984365811536,0.095703125,0.09,0.6572925804199425,15.692638158688071
heldout_benign,24,0,0.0,0,100,10,1000,False,-1,-1,9.023834017883685,9.023834017883685,0.09521484375,0.11,0.6586580889852267,15.692638158688071
heldout_benign,25,0,0.0,0,100,10,1000,False,-1,-1,11.321322513021695,11.321322513021695,0.10107421875,0.13,0.6634106399840377,15.692638158688071
heldout_benign,26,0,0.0,0,100,10,1000,False,-1,-1,8.724160138017304,8.724160138017304,0.09423828125,0.11,0.6616256506132361,15.692638158688071
heldout_benign,27,0,0.0,0,100,10,1000,False,-1,-1,9.53221304298087,9.53221304298087,0.0966796875,0.11,0.6622432926546484,15.692638158688071
heldout_benign,28,0,0.0,0,100,10,1000,False,-1,-1,10.301509765234943,10.301509765234943,0.0986328125,0.13,0.6601423022807038,15.692638158688071
heldout_benign,29,0,0.0,0,100,10,1000,False,-1,-1,9.405768185579017,9.405768185579017,0.0966796875,0.07,0.6582308322652447,15.692638158688071
heldout_benign,30,0,0.0,0,100,10,1000,False,-1,-1,12.041340775979496,12.041340775979496,0.10302734375,0.07,0.6595948202855302,15.692638158688071
