split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.017578125,0.024,0.4991818273986704,1.9371937126995202,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.0185546875,0.025333333333333333,0.4996494020134815,1.9488563789633866,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.0185546875,0.025333333333333333,0.4983920386225638,1.9443298707560828,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.0185546875,0.025333333333333333,0.4990227813613921,1.9466005446158647,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.017578125,0.024,0.49889052730261524,1.9361450323537217,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.0185546875,0.025333333333333333,0.4991708445025316,1.9471335719239666,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.01806640625,0.024666666666666667,0.4994748099702856,1.9431993041247602,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.01806640625,0.024666666666666667,0.49877581199675114,1.9406829114200361,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.017578125,0.024,0.4987243327811366,1.9355467320763986,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.01708984375,0.023333333333333334,0.49908706586854124,1.931977497463641,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.0185546875,0.025333333333333333,0.49918384340863947,1.9471803679859552,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.01904296875,0.026,0.4987705830878442,1.950800820589326,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.017578125,0.024,0.499307304732344,1.9376454311007454,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.0166015625,0.02266666666666667,0.4987181708965987,1.925848320303844,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.017578125,0.024,0.49962652579976746,1.9387946269434697,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.0185546875,0.025333333333333333,0.4996084280496953,1.948708872693756,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.01904296875,0.026,0.49847870635432945,1.949750064348673,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.0166015625,0.02266666666666667,0.49852036529197397,1.9251362201271949,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.017578125,0.024,0.49831357738024906,1.9340680126332035,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.01806640625,0.024666666666666667,0.4988976695794918,1.9411215987179025,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_20,0,0,1500,0.0,0,1500,0.017578125,0.024,0.49865595031267435,1.9353005551899345,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_21,0,0,1500,0.0,0,1500,0.01708984375,0.023333333333333334,0.49804475633522677,1.9282251831437087,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_22,0,0,1500,0.0,0,1500,0.0185546875,0.025333333333333333,0.49893601937306786,1.9462882014578973,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_23,0,0,1500,0.0,0,1500,0.01806640625,0.024666666666666667,0.4988573354628784,1.9409763958980943,1.9072530745267235,1.95278553708397,False
heldout_benign_stream_24,0,0,1500,0.0,0,1500,0.01904296875,0.026,0.4991489287040229,1.952162864807569,1.9072530745267235,1.95278553708397,False
