split,batch_id,label,size,attacker_ratio,attacker_count,score,w_statistic,p_value,suspicious,distances_used
heldout_benign,0,0,1500,0.0,0,0.053199739195106455,0.9468002608048935,0.5434565434565435,False,1488
heldout_benign,1,0,1500,0.0,0,0.03611982398786984,0.9638801760121302,0.3696303696303696,False,1476
heldout_benign,2,0,1500,0.0,0,0.02940822186046743,0.9705917781395326,0.11388611388611389,False,1476
heldout_benign,3,0,1500,0.0,0,0.03495066637270372,0.9650493336272963,0.2997002997002997,False,1483
heldout_benign,4,0,1500,0.0,0,0.025625674757114636,0.9743743252428854,0.05194805194805195,True,1488
heldout_benign,5,0,1500,0.0,0,0.059741720074789395,0.9402582799252106,0.2177822177822178,False,1486
heldout_benign,6,0,1500,0.0,0,0.052478457703264536,0.9475215422967355,0.5994005994005994,False,1486
heldout_benign,7,0,1500,0.0,0,0.05007878012498579,0.9499212198750142,0.7372627372627373,False,1487
heldout_benign,8,0,1500,0.0,0,0.0204591509497406,0.9795408490502594,0.011988011988011988,True,1472
heldout_benign,9,0,1500,0.0,0,0.045947895455435095,0.9540521045445649,0.971028971028971,False,1480
heldout_benign,10,0,1500,0.0,0,0.0346737067493742,0.9653262932506258,0.2837162837162837,False,1482
heldout_benign,11,0,1500,0.0,0,0.03698567040528711,0.9630143295947129,0.39760239760239763,False,1477
heldout_benign,12,0,1500,0.0,0,0.04672558497734414,0.9532744150226559,0.985014985014985,False,1478
heldout_benign,13,0,1500,0.0,0,0.058071725789561435,0.9419282742104386,0.26573426573426573,False,1488
heldout_benign,14,0,1500,0.0,0,0.038970730940939724,0.9610292690590603,0.5014985014985015,False,1487
heldout_benign,15,0,1500,0.0,0,0.02733097114303873,0.9726690288569613,0.07592407592407592,False,1482
heldout_benign,16,0,1500,0.0,0,0.032988145644903044,0.967011854355097,0.21178821178821178,False,1467
heldout_benign,17,0,1500,0.0,0,0.0493026703611652,0.9506973296388348,0.7912087912087912,False,1486
heldout_benign,18,0,1500,0.0,0,0.0463606332078107,0.9536393667921893,0.999000999000999,False,1490
heldout_benign,19,0,1500,0.0,0,0.053670226712799196,0.9463297732872008,0.5214785214785215,False,1492
heldout_benign,20,0,1500,0.0,0,0.041282976727977316,0.9587170232720227,0.6693306693306693,False,1480
heldout_benign,21,0,1500,0.0,0,0.05137536158350242,0.9486246384164976,0.6533466533466533,False,1482
heldout_benign,22,0,1500,0.0,0,0.05197483032795014,0.9480251696720499,0.6213786213786214,False,1492
heldout_benign,23,0,1500,0.0,0,0.03708297674705463,0.9629170232529454,0.39760239760239763,False,1478
heldout_benign,24,0,1500,0.0,0,0.04345849968787385,0.9565415003121261,0.7992007992007992,False,1483
heldout_benign,25,0,1500,0.0,0,0.019768027869822236,0.9802319721301778,0.007992007992007992,True,1463
heldout_benign,26,0,1500,0.0,0,0.05741666174404558,0.9425833382559544,0.28771228771228774,False,1490
heldout_benign,27,0,1500,0.0,0,0.04884644159999885,0.9511535584000012,0.8251748251748252,False,1492
heldout_benign,28,0,1500,0.0,0,0.03270728069819617,0.9672927193018038,0.2017982017982018,False,1483
heldout_benign,29,0,1500,0.0,0,0.055273194456442076,0.9447268055435579,0.41358641358641357,False,1484
heldout_benign,30,0,1500,0.0,0,0.03534755480864826,0.9646524451913517,0.3196803196803197,False,1466
heldout_benign,31,0,1500,0.0,0,0.04347028042296697,0.956529719577033,0.7992007992007992,False,1482
heldout_benign,32,0,1500,0.0,0,0.04265356937661846,0.9573464306233815,0.7472527472527473,False,1485
heldout_benign,33,0,1500,0.0,0,0.04475542486579365,0.9552445751342064,0.8711288711288712,False,1489
heldout_benign,34,0,1500,0.0,0,0.042538069329809414,0.9574619306701906,0.7392607392607392,False,1492
heldout_benign,35,0,1500,0.0,0,0.02955436485746532,0.9704456351425347,0.11988011988011989,False,1476
heldout_benign,36,0,1500,0.0,0,0.05314881200535493,0.9468511879946451,0.5454545454545454,False,1490
heldout_benign,37,0,1500,0.0,0,0.04780427979257584,0.9521957202074242,0.9210789210789211,False,1478
heldout_benign,38,0,1500,0.0,0,0.061601692092626226,0.9383983079073738,0.15584415584415584,False,1492
heldout_benign,39,0,1500,0.0,0,0.03605468108929588,0.9639453189107041,0.3596403596403596,False,1473
heldout_benign,40,0,1500,0.0,0,0.04081718312595073,0.9591828168740493,0.6313686313686314,False,1479
heldout_benign,41,0,1500,0.0,0,0.04394189613728139,0.9560581038627186,0.8251748251748252,False,1490
heldout_benign,42,0,1500,0.0,0,0.04302391083435708,0.9569760891656429,0.7712287712287712,False,1489
heldout_benign,43,0,1500,0.0,0,0.03980933929213737,0.9601906607078626,0.5634365634365635,False,1473
heldout_benign,44,0,1500,0.0,0,0.041048500944109056,0.9589514990558909,0.6553446553446554,False,1480
heldout_benign,45,0,1500,0.0,0,0.03516713097234214,0.9648328690276579,0.3076923076923077,False,1471
heldout_benign,46,0,1500,0.0,0,0.04868935492796944,0.9513106450720306,0.8451548451548452,False,1489
heldout_benign,47,0,1500,0.0,0,0.04334796150718523,0.9566520384928148,0.7852147852147852,False,1486
heldout_benign,48,0,1500,0.0,0,0.04748915919211116,0.9525108408078888,0.945054945054945,False,1491
