split,stream_id,label,attacker_ratio,attacker_count_per_batch,batch_size,stream_length_batches,total_queries,detected,alarm_batch,alarm_queries,max_cost,final_cost,final_bucket_coverage,final_new_bucket_rate,final_spread,threshold
heldout_benign,0,0,0.0,0,100,10,1000,False,-1,-1,3.1709060359760133,2.6588008916679673,0.0537109375,0.02,0.5223987186388166,3.3254251667234773
heldout_benign,1,0,0.0,0,100,10,1000,False,-1,-1,3.173190421032213,2.5415754964583934,0.05078125,0.02,0.5195579459958135,3.3254251667234773
heldout_benign,2,0,0.0,0,100,10,1000,False,-1,-1,3.188085362154209,2.7760812111682434,0.05419921875,0.06,0.518466054076755,3.3254251667234773
heldout_benign,3,0,0.0,0,100,10,1000,False,-1,-1,3.3082326729124527,2.728866513206531,0.0546875,0.04,0.5153709867799477,3.3254251667234773
heldout_benign,4,0,0.0,0,100,10,1000,False,-1,-1,3.025753049877875,2.537518911550939,0.0517578125,0.01,0.5167902643936513,3.3254251667234773
heldout_benign,5,0,0.0,0,100,10,1000,False,-1,-1,3.262460618977951,2.682413229297047,0.05419921875,0.03,0.5157805035569781,3.3254251667234773
heldout_benign,6,0,0.0,0,100,10,1000,False,-1,-1,3.180609718622085,2.6536185215320645,0.0546875,0.01,0.5178021002037071,3.3254251667234773
heldout_benign,7,0,0.0,0,100,10,1000,False,-1,-1,3.064103188139322,2.7555475070541133,0.05517578125,0.04,0.5171075099841298,3.3254251667234773
heldout_benign,8,0,0.0,0,100,10,1000,False,-1,-1,3.0242002203089595,2.6675901717206134,0.05322265625,0.04,0.5145513825751975,3.3254251667234773
heldout_benign,9,0,0.0,0,100,10,1000,False,-1,-1,3.0869195187268854,2.845766027153355,0.05615234375,0.06,0.5148304838030582,3.3254251667234773
heldout_benign,10,0,0.0,0,100,10,1000,False,-1,-1,3.315306996779782,2.7118954766162675,0.0546875,0.03,0.5184345877270968,3.3254251667234773
heldout_benign,11,0,0.0,0,100,10,1000,False,-1,-1,3.2418126149627358,2.8042414973898997,0.0556640625,0.05,0.5170380293497963,3.3254251667234773
heldout_benign,12,0,0.0,0,100,10,1000,False,-1,-1,3.063737418226536,2.732584660960088,0.0537109375,0.05,0.5195608767755169,3.3254251667234773
heldout_benign,13,0,0.0,0,100,10,1000,True,1,100,3.569601179828236,2.6091955589787172,0.05224609375,0.03,0.5162568974801992,3.3254251667234773
heldout_benign,14,0,0.0,0,100,10,1000,False,-1,-1,3.2646330131157635,2.9058844797129466,0.05908203125,0.03,0.5157863563889624,3.3254251667234773
heldout_benign,15,0,0.0,0,100,10,1000,False,-1,-1,3.0214584404374443,2.4942402027287933,0.048828125,0.03,0.5161194535629386,3.3254251667234773
heldout_benign,16,0,0.0,0,100,10,1000,False,-1,-1,3.0750049028845767,2.641002249078076,0.05224609375,0.04,0.5173143113966877,3.3254251667234773
heldout_benign,17,0,0.0,0,100,10,1000,False,-1,-1,3.1918208996624653,2.6662720433647604,0.05419921875,0.02,0.5190746185757874,3.3254251667234773
heldout_benign,18,0,0.0,0,100,10,1000,False,-1,-1,3.180530152070977,2.5867041370238235,0.05126953125,0.03,0.5196651616292318,3.3254251667234773
heldout_benign,19,0,0.0,0,100,10,1000,False,-1,-1,3.121031562840515,2.5208464510828272,0.05126953125,0.01,0.5169269155345106,3.3254251667234773
heldout_benign,20,0,0.0,0,100,10,1000,False,-1,-1,3.2349720716430497,2.6976544798866295,0.05322265625,0.05,0.515124801510202,3.3254251667234773
