split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.046875,0.064,0.49757043674294543,2.4656702319053565,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.05029296875,0.06866666666666667,0.4978891631350376,2.5835032584052215,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.048828125,0.06666666666666667,0.4967248867054313,2.527086428708434,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.04833984375,0.066,0.4983757935119641,2.5163786266269814,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.04931640625,0.06733333333333333,0.4981284727507047,2.5491628175353127,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.49752061467640285,2.4970121783024712,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.04931640625,0.06733333333333333,0.4983900381014272,2.5501044527979135,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.0498046875,0.068,0.4983008825710303,2.5671887653365304,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.05078125,0.06933333333333333,0.4979295254207422,2.60184651572147,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.048828125,0.06666666666666667,0.4978436596012047,2.5311140111332175,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.4977461827078407,2.4978242232156473,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.04833984375,0.066,0.49808860636703145,2.515344752905224,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.4975882707807555,2.497255740278141,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.048828125,0.06666666666666667,0.49798594373982685,2.5316262340322577,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.4985948437618373,2.5008794030100354,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.0498046875,0.068,0.4984492668317442,2.5677229486751,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.0458984375,0.06266666666666666,0.4976638663613482,2.4358340328140797,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.04833984375,0.066,0.4977703321700345,2.514198965796035,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.048828125,0.06666666666666667,0.4981086015534186,2.5320678021611878,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.04736328125,0.06466666666666666,0.49824832005279507,2.483698449630409,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_20,0,0,1500,0.0,0,1500,0.048828125,0.06666666666666667,0.49810623160808354,2.5320592703579816,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_21,0,0,1500,0.0,0,1500,0.05078125,0.06933333333333333,0.4974903876899291,2.6002656198905427,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_22,0,0,1500,0.0,0,1500,0.04736328125,0.06466666666666666,0.49797238539732724,2.482705084870725,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_23,0,0,1500,0.0,0,1500,0.048828125,0.06666666666666667,0.498279267646519,2.5326822000963496,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_24,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.4976387284247846,2.4974373877966456,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_25,0,0,1500,0.0,0,1500,0.04833984375,0.066,0.49762041609961766,2.5136592679425345,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_26,0,0,1500,0.0,0,1500,0.04736328125,0.06466666666666666,0.4978127209208753,2.482130292755498,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_27,0,0,1500,0.0,0,1500,0.0458984375,0.06266666666666666,0.49840280891069266,2.43849422599172,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_28,0,0,1500,0.0,0,1500,0.04638671875,0.06333333333333334,0.49809414887802056,2.4523048956461935,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_29,0,0,1500,0.0,0,1500,0.04736328125,0.06466666666666666,0.4978619138651665,2.482307387354946,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_30,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.4980576550602403,2.498945523684286,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_31,0,0,1500,0.0,0,1500,0.0498046875,0.068,0.49779286060773537,2.5653598862686686,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_32,0,0,1500,0.0,0,1500,0.048828125,0.06666666666666667,0.4981056653505478,2.532057231830853,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_33,0,0,1500,0.0,0,1500,0.046875,0.064,0.4972775006321647,2.464615661906546,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_34,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.4972841270657891,2.4961608229042618,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_35,0,0,1500,0.0,0,1500,0.05029296875,0.06866666666666667,0.4979698365266212,2.5837936826149224,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_36,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.49773561793255827,2.4977861900246308,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_37,0,0,1500,0.0,0,1500,0.04833984375,0.066,0.4975276158079145,2.513325186892403,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_38,0,0,1500,0.0,0,1500,0.04833984375,0.066,0.4979419326378953,2.514816727480334,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_39,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.49844281308672383,2.500332092579627,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_40,0,0,1500,0.0,0,1500,0.0478515625,0.06533333333333333,0.49771876848240476,2.497725532004078,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_41,0,0,1500,0.0,0,1500,0.046875,0.064,0.49743282009012546,2.4651748119552046,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_42,0,0,1500,0.0,0,1500,0.0458984375,0.06266666666666666,0.49677903045932736,2.432648623566805,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_43,0,0,1500,0.0,0,1500,0.0498046875,0.068,0.498314418175833,2.56723749351382,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_44,0,0,1500,0.0,0,1500,0.04931640625,0.06733333333333333,0.4979372146227709,2.548474288274751,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_45,0,0,1500,0.0,0,1500,0.04736328125,0.06466666666666666,0.4973617328061675,2.4805067355425496,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_46,0,0,1500,0.0,0,1500,0.05029296875,0.06866666666666667,0.49739217843905903,2.581714113499699,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_47,0,0,1500,0.0,0,1500,0.046875,0.064,0.4975401669208994,2.4655612605459907,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_48,0,0,1500,0.0,0,1500,0.04736328125,0.06466666666666666,0.49709735648964537,2.47955498080307,2.3971278182914357,2.6390078477364765,False
heldout_benign_stream_49,0,0,1500,0.0,0,1500,0.04931640625,0.06733333333333333,0.49838177963022773,2.5500747223015954,2.3971278182914357,2.6390078477364765,False
attacker_stream_0,0,1,1500,1.0,1500,1500,0.056640625,0.07733333333333334,0.4786663270932038,2.786120952508037,2.3971278182914357,2.6390078477364765,True
attacker_stream_1,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.47817766067317824,2.6489384163250023,2.3971278182914357,2.6390078477364765,True
attacker_stream_2,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.47880623494492824,2.716596250246321,2.3971278182914357,2.6390078477364765,True
attacker_stream_3,0,1,1500,1.0,1500,1500,0.05224609375,0.07133333333333333,0.4785097236765402,2.589039066618878,2.3971278182914357,2.6390078477364765,False
attacker_stream_4,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.4779250040404833,2.6480288524473004,2.3971278182914357,2.6390078477364765,True
attacker_stream_5,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.47867921782887646,2.650744022085516,2.3971278182914357,2.6390078477364765,True
attacker_stream_6,0,1,1500,1.0,1500,1500,0.05322265625,0.07266666666666667,0.4791000311856943,2.6314319733850686,2.3971278182914357,2.6390078477364765,False
attacker_stream_7,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.4779346347280752,2.71345848946565,2.3971278182914357,2.6390078477364765,True
attacker_stream_8,0,1,1500,1.0,1500,1500,0.05322265625,0.07266666666666667,0.4791429396964403,2.631586444023754,2.3971278182914357,2.6390078477364765,False
attacker_stream_9,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4791974733301519,2.6957085314539326,2.3971278182914357,2.6390078477364765,True
attacker_stream_10,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.47966572259605467,2.7196904057903764,2.3971278182914357,2.6390078477364765,True
attacker_stream_11,0,1,1500,1.0,1500,1500,0.05419921875,0.074,0.47886952722661613,2.6727337145077437,2.3971278182914357,2.6390078477364765,True
attacker_stream_12,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.4783951790574454,2.715116449051383,2.3971278182914357,2.6390078477364765,True
attacker_stream_13,0,1,1500,1.0,1500,1500,0.05615234375,0.07666666666666666,0.4782222571729336,2.760643077951573,2.3971278182914357,2.6390078477364765,True
attacker_stream_14,0,1,1500,1.0,1500,1500,0.0556640625,0.076,0.47750990247844455,2.7347402406530334,2.3971278182914357,2.6390078477364765,True
attacker_stream_15,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.47895502786995814,2.6517369382334097,2.3971278182914357,2.6390078477364765,True
attacker_stream_16,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.4790183157702387,2.7173597412174386,2.3971278182914357,2.6390078477364765,True
attacker_stream_17,0,1,1500,1.0,1500,1500,0.05419921875,0.074,0.47830336763056525,2.6706955399619603,2.3971278182914357,2.6390078477364765,True
attacker_stream_18,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.47893801623028814,2.7170706628736165,2.3971278182914357,2.6390078477364765,True
attacker_stream_19,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4782134044192121,2.6921658833745497,2.3971278182914357,2.6390078477364765,True
attacker_stream_20,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.47810613538777774,2.6486809252975605,2.3971278182914357,2.6390078477364765,True
attacker_stream_21,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4780696992757945,2.6916485448582463,2.3971278182914357,2.6390078477364765,True
attacker_stream_22,0,1,1500,1.0,1500,1500,0.0556640625,0.076,0.4795795067177058,2.742190815914374,2.3971278182914357,2.6390078477364765,True
attacker_stream_23,0,1,1500,1.0,1500,1500,0.05419921875,0.074,0.4790076002406133,2.6732307773581336,2.3971278182914357,2.6390078477364765,True
attacker_stream_24,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4787201114755323,2.6939900287773018,2.3971278182914357,2.6390078477364765,True
attacker_stream_25,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.47927889030092613,2.6529028429848944,2.3971278182914357,2.6390078477364765,True
attacker_stream_26,0,1,1500,1.0,1500,1500,0.05322265625,0.07266666666666667,0.47868497842019253,2.629937783429262,2.3971278182914357,2.6390078477364765,False
attacker_stream_27,0,1,1500,1.0,1500,1500,0.05126953125,0.07,0.479002148680298,2.552317290407662,2.3971278182914357,2.6390078477364765,False
attacker_stream_28,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.4783087141432441,2.714805175360258,2.3971278182914357,2.6390078477364765,True
attacker_stream_29,0,1,1500,1.0,1500,1500,0.05419921875,0.074,0.47870131422690254,2.672128147708775,2.3971278182914357,2.6390078477364765,True
attacker_stream_30,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.4786173718935416,2.6505213767183102,2.3971278182914357,2.6390078477364765,True
attacker_stream_31,0,1,1500,1.0,1500,1500,0.05322265625,0.07266666666666667,0.4782461189212334,2.6283578892330093,2.3971278182914357,2.6390078477364765,False
attacker_stream_32,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.4784752328335715,2.715404642645437,2.3971278182914357,2.6390078477364765,True
attacker_stream_33,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.4789936939603793,2.717271102701945,2.3971278182914357,2.6390078477364765,True
attacker_stream_34,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.4794973665467835,2.653689357469981,2.3971278182914357,2.6390078477364765,True
attacker_stream_35,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4783249821008799,2.6925675630285535,2.3971278182914357,2.6390078477364765,True
attacker_stream_36,0,1,1500,1.0,1500,1500,0.05322265625,0.07266666666666667,0.4780865074629429,2.6277832879831635,2.3971278182914357,2.6390078477364765,False
attacker_stream_37,0,1,1500,1.0,1500,1500,0.0556640625,0.076,0.47859239333531445,2.7386372077377654,2.3971278182914357,2.6390078477364765,True
attacker_stream_38,0,1,1500,1.0,1500,1500,0.05615234375,0.07666666666666666,0.478822257909933,2.7628030806047708,2.3971278182914357,2.6390078477364765,True
attacker_stream_39,0,1,1500,1.0,1500,1500,0.0537109375,0.07333333333333333,0.4786560135371329,2.650660486635239,2.3971278182914357,2.6390078477364765,True
attacker_stream_40,0,1,1500,1.0,1500,1500,0.05517578125,0.07533333333333334,0.47908730167198194,2.717608090463714,2.3971278182914357,2.6390078477364765,True
attacker_stream_41,0,1,1500,1.0,1500,1500,0.052734375,0.072,0.47835656563674056,2.6083943874504083,2.3971278182914357,2.6390078477364765,False
attacker_stream_42,0,1,1500,1.0,1500,1500,0.05322265625,0.07266666666666667,0.478542749311685,2.629425758638635,2.3971278182914357,2.6390078477364765,False
attacker_stream_43,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4781393763875192,2.6918993824604547,2.3971278182914357,2.6390078477364765,True
attacker_stream_44,0,1,1500,1.0,1500,1500,0.05419921875,0.074,0.4787444766760436,2.6722835325256824,2.3971278182914357,2.6390078477364765,True
attacker_stream_45,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4788732350859202,2.6945412737746985,2.3971278182914357,2.6390078477364765,True
attacker_stream_46,0,1,1500,1.0,1500,1500,0.0556640625,0.076,0.4784104647914381,2.7379822649798102,2.3971278182914357,2.6390078477364765,True
attacker_stream_47,0,1,1500,1.0,1500,1500,0.052734375,0.072,0.47874218444770233,2.6097826151698706,2.3971278182914357,2.6390078477364765,False
attacker_stream_48,0,1,1500,1.0,1500,1500,0.0546875,0.07466666666666667,0.4782453359642742,2.692280836936773,2.3971278182914357,2.6390078477364765,True
