split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.19189453125,0.262,0.7150979040726222,884.3279779222684,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.1904296875,0.26,0.7139731865664383,820.9556982094925,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.19384765625,0.26466666666666666,0.7142971448661172,976.5185527958323,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.1923828125,0.26266666666666666,0.7146852377678949,906.5221096935003,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.193359375,0.264,0.71424673265661,952.6030002754858,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.1962890625,0.268,0.7150300217528285,1105.4428650695831,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.19287109375,0.2633333333333333,0.7139622090121405,929.2741748999933,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.19384765625,0.26466666666666666,0.7154153628045803,976.5225783804108,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.19091796875,0.26066666666666666,0.7144849227815603,841.5570812550545,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.19677734375,0.26866666666666666,0.715496060528694,1133.2095291209484,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.1943359375,0.2653333333333333,0.7150240941764691,1001.0389114221941,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.1943359375,0.2653333333333333,0.7147589184723784,1001.0379567896595,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.19482421875,0.266,0.7132684875626812,1026.1678768673191,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.189453125,0.25866666666666666,0.7141258788540675,781.2630248570862,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.19140625,0.2613333333333333,0.7149789789800457,862.6772469313788,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.193359375,0.264,0.7138399558257831,952.6015358788949,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.189453125,0.25866666666666666,0.7153134772249155,781.2673002112213,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.19677734375,0.26866666666666666,0.7137368226589371,1133.2031958646173,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.19580078125,0.2673333333333333,0.7136772804309751,1078.3551663202304,725.3063048624446,1603.9978000022227,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.193359375,0.264,0.7141734578835406,952.6027364863028,725.3063048624446,1603.9978000022227,False
