split,stream_id,label,attacker_ratio,attacker_count_per_batch,batch_size,stream_length_batches,total_queries,detected,alarm_batch,alarm_queries,max_cost,final_cost,final_bucket_coverage,final_new_bucket_rate,final_spread,threshold
heldout_benign,0,0,0.0,0,100,10,1000,False,-1,-1,10.473228517203381,10.473228517203381,0.09912109375,0.12,0.6623683286191593,15.692638160832013
heldout_benign,1,0,0.0,0,100,10,1000,False,-1,-1,11.61076067599501,11.61076067599501,0.1015625,0.16,0.6601719887575132,15.692638160832013
heldout_benign,2,0,0.0,0,100,10,1000,False,-1,-1,11.011889106611394,11.011889106611394,0.1005859375,0.1,0.6596133296104749,15.692638160832013
heldout_benign,3,0,0.0,0,100,10,1000,False,-1,-1,9.953592932218854,9.953592932218854,0.09814453125,0.07,0.6621083882471047,15.692638160832013
heldout_benign,4,0,0.0,0,100,10,1000,False,-1,-1,8.745238643891794,8.745238643891794,0.09423828125,0.12,0.6597030133561494,15.692638160832013
heldout_benign,5,0,0.0,0,100,10,1000,False,-1,-1,12.308592441071578,12.308592441071578,0.103515625,0.08,0.6594391379745888,15.692638160832013
heldout_benign,6,0,0.0,0,100,10,1000,False,-1,-1,12.044408289488935,12.044408289488935,0.1025390625,0.15,0.6632024034056699,15.692638160832013
heldout_benign,7,0,0.0,0,100,10,1000,False,-1,-1,14.662619690912422,14.662619690912422,0.107421875,0.15,0.6618796311393575,15.692638160832013
heldout_benign,8,0,0.0,0,100,10,1000,False,-1,-1,13.987866131976006,13.987866131976006,0.10595703125,0.21,0.6656892243394551,15.692638160832013
heldout_benign,9,0,0.0,0,100,10,1000,False,-1,-1,11.203372858307628,11.203372858307628,0.10107421875,0.09,0.6617579581190192,15.692638160832013
heldout_benign,10,0,0.0,0,100,10,1000,False,-1,-1,11.811601526772632,11.811601526772632,0.1025390625,0.07,0.6607560804289195,15.692638160832013
heldout_benign,11,0,0.0,0,100,10,1000,False,-1,-1,9.259391465513062,9.259391465513062,0.09619140625,0.08,0.6568158402277676,15.692638160832013
heldout_benign,12,0,0.0,0,100,10,1000,True,10,1000,16.735730862897405,16.735730862897405,0.11083984375,0.08,0.6628934429284956,15.692638160832013
heldout_benign,13,0,0.0,0,100,10,1000,False,-1,-1,10.404096525482515,10.404096525482515,0.099609375,0.03,0.6585722135459807,15.692638160832013
heldout_benign,14,0,0.0,0,100,10,1000,False,-1,-1,9.986427569530013,9.986427569530013,0.09765625,0.15,0.6596736106263837,15.692638160832013
heldout_benign,15,0,0.0,0,100,10,1000,False,-1,-1,15.213136060729973,15.213136060729973,0.1083984375,0.13,0.6615954858405628,15.692638160832013
heldout_benign,16,0,0.0,0,100,10,1000,False,-1,-1,15.017390800918886,15.017390800918886,0.10791015625,0.17,0.6615406832947428,15.692638160832013
heldout_benign,17,0,0.0,0,100,10,1000,False,-1,-1,11.228512528289773,11.228512528289773,0.10107421875,0.1,0.6609634220029489,15.692638160832013
heldout_benign,18,0,0.0,0,100,10,1000,False,-1,-1,10.454558756564818,10.454558756564818,0.09912109375,0.12,0.6571822839973366,15.692638160832013
heldout_benign,19,0,0.0,0,100,10,1000,False,-1,-1,9.547523265503926,9.547523265503926,0.09619140625,0.18,0.6590746735585629,15.692638160832013
heldout_benign,20,0,0.0,0,100,10,1000,False,-1,-1,10.001165973035217,10.001165973035217,0.09814453125,0.09,0.6597675662516502,15.692638160832013
heldout_benign,21,0,0.0,0,100,10,1000,False,-1,-1,10.142941071422612,10.142941071422612,0.0986328125,0.07,0.6627621095550564,15.692638160832013
heldout_benign,22,0,0.0,0,100,10,1000,False,-1,-1,10.783265992866562,10.783265992866562,0.10009765625,0.09,0.6612624468658944,15.692638160832013
heldout_benign,23,0,0.0,0,100,10,1000,False,-1,-1,9.123984371240006,9.123984371240006,0.095703125,0.09,0.657292581927851,15.692638160832013
heldout_benign,24,0,0.0,0,100,10,1000,False,-1,-1,9.02383401044534,9.02383401044534,0.09521484375,0.11,0.6586580869190197,15.692638160832013
heldout_benign,25,0,0.0,0,100,10,1000,False,-1,-1,11.321322517653476,11.321322517653476,0.10107421875,0.13,0.663410641270644,15.692638160832013
