split,stream_id,label,size,attacker_ratio,attacker_count,score,min_w_statistic,detection_step,suspicious,distances_seen,growing_set_size
heldout_benign,0,0,3000,0.0,0,0.38392368839267177,0.6160763116073282,451,True,450,331
heldout_benign,1,0,3000,0.0,0,0.17122734983551524,0.8287726501644848,111,True,110,98
heldout_benign,2,0,3000,0.0,0,0.0768979445743484,0.9231020554256516,111,True,110,99
heldout_benign,3,0,3000,0.0,0,0.051457095608176684,0.9485429043918233,131,True,130,114
heldout_benign,4,0,3000,0.0,0,0.041239007707642106,0.9587609922923579,111,True,110,102
heldout_benign,5,0,3000,0.0,0,0.06690805302656078,0.9330919469734392,111,True,110,103
heldout_benign,6,0,3000,0.0,0,0.40761421505584394,0.5923857849441561,421,True,420,313
heldout_benign,7,0,3000,0.0,0,0.07086120638851068,0.9291387936114893,351,True,350,267
heldout_benign,8,0,3000,0.0,0,0.04419934384496205,0.955800656155038,401,True,400,297
heldout_benign,9,0,3000,0.0,0,0.04262579287313806,0.9573742071268619,111,True,110,96
heldout_benign,10,0,3000,0.0,0,0.07237786768406307,0.9276221323159369,231,True,230,201
heldout_benign,11,0,3000,0.0,0,0.11011826956343518,0.8898817304365648,261,True,260,202
heldout_benign,12,0,3000,0.0,0,0.050946835570456206,0.9490531644295438,211,True,210,184
heldout_benign,13,0,3000,0.0,0,0.3804463146028614,0.6195536853971386,401,True,400,287
heldout_benign,14,0,3000,0.0,0,0.39109935699466924,0.6089006430053308,251,True,250,202
heldout_benign,15,0,3000,0.0,0,0.05424596211930477,0.9457540378806952,201,True,200,172
heldout_benign,16,0,3000,0.0,0,0.0504114891482077,0.9495885108517923,111,True,110,103
heldout_benign,17,0,3000,0.0,0,0.06128662801966489,0.9387133719803351,291,True,290,246
heldout_benign,18,0,3000,0.0,0,0.05730325615721932,0.9426967438427807,201,True,200,169
heldout_benign,19,0,3000,0.0,0,0.08007382574027111,0.9199261742597289,221,True,220,181
heldout_benign,20,0,3000,0.0,0,0.09527716300761724,0.9047228369923828,111,True,110,104
heldout_benign,21,0,3000,0.0,0,0.04408636019580081,0.9559136398041992,111,True,110,105
heldout_benign,22,0,3000,0.0,0,0.06731492602346534,0.9326850739765347,371,True,370,275
heldout_benign,23,0,3000,0.0,0,0.09199193851869314,0.9080080614813069,161,True,160,140
heldout_benign,24,0,3000,0.0,0,0.09856532604851187,0.9014346739514881,301,True,300,225
heldout_benign,25,0,3000,0.0,0,0.050782927091878705,0.9492170729081213,191,True,190,167
heldout_benign,26,0,3000,0.0,0,0.04494309907623395,0.955056900923766,111,True,110,98
heldout_benign,27,0,3000,0.0,0,0.15045497874376235,0.8495450212562377,221,True,220,192
heldout_benign,28,0,3000,0.0,0,0.06731293949225636,0.9326870605077436,441,True,440,308
heldout_benign,29,0,3000,0.0,0,0.11631268201913936,0.8836873179808606,151,True,150,132
heldout_benign,30,0,3000,0.0,0,0.05358726329448904,0.946412736705511,321,True,320,257
heldout_benign,31,0,3000,0.0,0,0.05485476353595664,0.9451452364640434,491,True,490,349
heldout_benign,32,0,3000,0.0,0,0.07576652671754991,0.9242334732824501,111,True,110,102
heldout_benign,33,0,3000,0.0,0,0.056356947694254034,0.943643052305746,271,True,270,229
heldout_benign,34,0,3000,0.0,0,0.11987042317801289,0.8801295768219871,111,True,110,101
heldout_benign,35,0,3000,0.0,0,0.08559573438973311,0.9144042656102669,111,True,110,105
heldout_benign,36,0,3000,0.0,0,0.37815222228015377,0.6218477777198462,441,True,440,306
heldout_benign,37,0,3000,0.0,0,0.1376780778123463,0.8623219221876537,111,True,110,101
heldout_benign,38,0,3000,0.0,0,0.08894668126497252,0.9110533187350275,321,True,320,249
heldout_benign,39,0,3000,0.0,0,0.22623904663320515,0.7737609533667948,151,True,150,134
heldout_benign,40,0,3000,0.0,0,0.397759066338798,0.602240933661202,341,True,340,260
heldout_benign,41,0,3000,0.0,0,0.0960451818708451,0.9039548181291549,331,True,330,263
heldout_benign,42,0,3000,0.0,0,0.39008441742442124,0.6099155825755788,391,True,390,283
heldout_benign,43,0,3000,0.0,0,0.10921398311607688,0.8907860168839231,201,True,200,169
heldout_benign,44,0,3000,0.0,0,0.06641435215729463,0.9335856478427054,221,True,220,190
heldout_benign,45,0,3000,0.0,0,0.055479776188371854,0.9445202238116281,231,True,230,191
heldout_benign,46,0,3000,0.0,0,0.3750134703555509,0.6249865296444491,451,True,450,311
heldout_benign,47,0,3000,0.0,0,0.05800165430731208,0.9419983456926879,301,True,300,238
heldout_benign,48,0,3000,0.0,0,0.07234553682242462,0.9276544631775754,181,True,180,161
heldout_benign,49,0,3000,0.0,0,0.06758291667198424,0.9324170833280158,521,True,520,365
attacker,0,1,3000,1.0,3000,0.06354302769288178,0.9364569723071182,311,True,310,239
attacker,1,1,3000,1.0,3000,0.04090360017726047,0.9590963998227395,411,True,410,300
attacker,2,1,3000,1.0,3000,0.38762232165007915,0.6123776783499209,391,True,390,278
attacker,3,1,3000,1.0,3000,0.1023854075687528,0.8976145924312472,111,True,110,97
attacker,4,1,3000,1.0,3000,0.3880530458821627,0.6119469541178373,241,True,240,190
attacker,5,1,3000,1.0,3000,0.06469193549840258,0.9353080645015974,121,True,120,113
attacker,6,1,3000,1.0,3000,0.4001220592757295,0.5998779407242705,281,True,280,212
attacker,7,1,3000,1.0,3000,0.057815027313204315,0.9421849726867957,111,True,110,103
attacker,8,1,3000,1.0,3000,0.3930180382683155,0.6069819617316845,421,True,420,302
attacker,9,1,3000,1.0,3000,0.37615728065357434,0.6238427193464257,331,True,330,248
attacker,10,1,3000,1.0,3000,0.04031338045105448,0.9596866195489455,151,True,150,126
attacker,11,1,3000,1.0,3000,0.12353890576265769,0.8764610942373423,131,True,130,120
attacker,12,1,3000,1.0,3000,0.09974915045861366,0.9002508495413863,161,True,160,148
attacker,13,1,3000,1.0,3000,0.0942175970196979,0.9057824029803021,111,True,110,96
attacker,14,1,3000,1.0,3000,0.3585806120955739,0.6414193879044261,341,True,340,253
attacker,15,1,3000,1.0,3000,0.32839570776660687,0.6716042922333931,341,True,340,258
attacker,16,1,3000,1.0,3000,0.06452782568771442,0.9354721743122856,111,True,110,96
attacker,17,1,3000,1.0,3000,0.05000632609028033,0.9499936739097197,121,True,120,109
attacker,18,1,3000,1.0,3000,0.0530776403400085,0.9469223596599915,111,True,110,99
attacker,19,1,3000,1.0,3000,0.0422628842826529,0.9577371157173471,111,True,110,93
attacker,20,1,3000,1.0,3000,0.04409961505343063,0.9559003849465694,151,True,150,128
attacker,21,1,3000,1.0,3000,0.0470616352898271,0.9529383647101729,261,True,260,216
attacker,22,1,3000,1.0,3000,0.0614559154505363,0.9385440845494637,111,True,110,98
attacker,23,1,3000,1.0,3000,0.385739816160934,0.614260183839066,271,True,270,213
attacker,24,1,3000,1.0,3000,0.09968510931294494,0.9003148906870551,111,True,110,102
attacker,25,1,3000,1.0,3000,0.15073988003068783,0.8492601199693122,211,True,210,170
attacker,26,1,3000,1.0,3000,0.04063011052929877,0.9593698894707012,171,True,170,148
attacker,27,1,3000,1.0,3000,0.04258690506014673,0.9574130949398533,121,True,120,111
attacker,28,1,3000,1.0,3000,0.04314848839996499,0.956851511600035,201,True,200,174
attacker,29,1,3000,1.0,3000,0.3576926423533462,0.6423073576466538,331,True,330,231
attacker,30,1,3000,1.0,3000,0.044504754479852915,0.9554952455201471,111,True,110,101
attacker,31,1,3000,1.0,3000,0.07629122878418926,0.9237087712158107,111,True,110,102
attacker,32,1,3000,1.0,3000,0.047422485408702086,0.9525775145912979,111,True,110,98
attacker,33,1,3000,1.0,3000,0.38329078540469286,0.6167092145953071,351,True,350,274
attacker,34,1,3000,1.0,3000,0.06978463375362631,0.9302153662463737,111,True,110,102
attacker,35,1,3000,1.0,3000,0.3602535084898435,0.6397464915101565,281,True,280,205
attacker,36,1,3000,1.0,3000,0.07840059214232364,0.9215994078576764,111,True,110,102
attacker,37,1,3000,1.0,3000,0.40324757447667325,0.5967524255233267,451,True,450,318
attacker,38,1,3000,1.0,3000,0.3953346343127201,0.6046653656872799,331,True,330,247
attacker,39,1,3000,1.0,3000,0.06247267947170276,0.9375273205282972,111,True,110,98
attacker,40,1,3000,1.0,3000,0.04483807534010842,0.9551619246598916,111,True,110,98
attacker,41,1,3000,1.0,3000,0.09277951089268177,0.9072204891073182,111,True,110,97
attacker,42,1,3000,1.0,3000,0.059921932087789176,0.9400780679122108,111,True,110,99
attacker,43,1,3000,1.0,3000,0.040608374775697675,0.9593916252243023,111,True,110,98
attacker,44,1,3000,1.0,3000,0.37820237561432823,0.6217976243856718,251,True,250,185
attacker,45,1,3000,1.0,3000,0.41708477656827836,0.5829152234317216,261,True,260,206
attacker,46,1,3000,1.0,3000,0.04044335778921748,0.9595566422107825,111,True,110,98
attacker,47,1,3000,1.0,3000,0.04524520997773662,0.9547547900222634,111,True,110,102
attacker,48,1,3000,1.0,3000,0.04899206105463949,0.9510079389453605,111,True,110,98
attacker,49,1,3000,1.0,3000,0.3775198643666007,0.6224801356333993,361,True,360,255
