split,batch_id,label,size,attacker_ratio,attacker_count,score,p_value,suspicious,similar_pair_count,total_pair_count
heldout_benign,0,0,1500,0.0,0,0.009757616188570158,0.4245754245754246,False,10970,1124250
heldout_benign,1,0,1500,0.0,0,0.010820547031354237,0.08391608391608392,False,12165,1124250
heldout_benign,2,0,1500,0.0,0,0.010993106515454747,0.056943056943056944,False,12359,1124250
heldout_benign,3,0,1500,0.0,0,0.011905714921058484,0.00999000999000999,True,13385,1124250
heldout_benign,4,0,1500,0.0,0,0.010795641538803647,0.08891108891108891,False,12137,1124250
heldout_benign,5,0,1500,0.0,0,0.010747609517456081,0.0969030969030969,False,12083,1124250
heldout_benign,6,0,1500,0.0,0,0.009255058928174338,0.6473526473526473,False,10405,1124250
heldout_benign,7,0,1500,0.0,0,0.00903802535023349,0.7462537462537463,False,10161,1124250
heldout_benign,8,0,1500,0.0,0,0.00941071825661552,0.5864135864135864,False,10580,1124250
heldout_benign,9,0,1500,0.0,0,0.010864131643317768,0.07592407592407592,False,12214,1124250
heldout_benign,10,0,1500,0.0,0,0.009162552812986436,0.6943056943056943,False,10301,1124250
heldout_benign,11,0,1500,0.0,0,0.008868134311763398,0.8061938061938062,False,9970,1124250
heldout_benign,12,0,1500,0.0,0,0.009156326439848789,0.6953046953046953,False,10294,1124250
heldout_benign,13,0,1500,0.0,0,0.009527240382477207,0.5384615384615384,False,10711,1124250
heldout_benign,14,0,1500,0.0,0,0.008326439848788081,0.935064935064935,False,9361,1124250
heldout_benign,15,0,1500,0.0,0,0.010149877696241939,0.26373626373626374,False,11411,1124250
heldout_benign,16,0,1500,0.0,0,0.009376917945296865,0.5984015984015985,False,10542,1124250
heldout_benign,17,0,1500,0.0,0,0.009305759395152324,0.6303696303696303,False,10462,1124250
heldout_benign,18,0,1500,0.0,0,0.00879608627974205,0.8311688311688312,False,9889,1124250
heldout_benign,19,0,1500,0.0,0,0.009863464531910162,0.3826173826173826,False,11089,1124250
heldout_benign,20,0,1500,0.0,0,0.00914209472981988,0.7002997002997003,False,10278,1124250
heldout_benign,21,0,1500,0.0,0,0.009565488103179897,0.5194805194805194,False,10754,1124250
heldout_benign,22,0,1500,0.0,0,0.011561485434734267,0.023976023976023976,True,12998,1124250
heldout_benign,23,0,1500,0.0,0,0.009019346230820548,0.7532467532467533,False,10140,1124250
heldout_benign,24,0,1500,0.0,0,0.01067645096731154,0.11388611388611389,False,12003,1124250
heldout_benign,25,0,1500,0.0,0,0.009022904158327774,0.7522477522477522,False,10144,1124250
heldout_benign,26,0,1500,0.0,0,0.009132310429175006,0.7082917082917083,False,10267,1124250
heldout_benign,27,0,1500,0.0,0,0.00899355125639315,0.7642357642357642,False,10111,1124250
heldout_benign,28,0,1500,0.0,0,0.009004225038914833,0.7572427572427572,False,10123,1124250
heldout_benign,29,0,1500,0.0,0,0.010189014898821437,0.2547452547452547,False,11455,1124250
heldout_benign,30,0,1500,0.0,0,0.009423171002890815,0.5834165834165834,False,10594,1124250
heldout_benign,31,0,1500,0.0,0,0.010708472314876585,0.1018981018981019,False,12039,1124250
heldout_benign,32,0,1500,0.0,0,0.009080720480320213,0.7292707292707292,False,10209,1124250
heldout_benign,33,0,1500,0.0,0,0.010342895263509006,0.20279720279720279,False,11628,1124250
heldout_benign,34,0,1500,0.0,0,0.010349121636646653,0.1998001998001998,False,11635,1124250
heldout_benign,35,0,1500,0.0,0,0.008949077162552813,0.7822177822177823,False,10061,1124250
heldout_benign,36,0,1500,0.0,0,0.010399822103624638,0.18581418581418582,False,11692,1124250
heldout_benign,37,0,1500,0.0,0,0.009211474316210807,0.6633366633366633,False,10356,1124250
heldout_benign,38,0,1500,0.0,0,0.009674004892150322,0.4595404595404595,False,10876,1124250
heldout_benign,39,0,1500,0.0,0,0.010053813653546809,0.3036963036963037,False,11303,1124250
heldout_benign,40,0,1500,0.0,0,0.010219257282632866,0.24475524475524477,False,11489,1124250
heldout_benign,41,0,1500,0.0,0,0.010033355570380254,0.3146853146853147,False,11280,1124250
heldout_benign,42,0,1500,0.0,0,0.010537691794529687,0.14885114885114886,False,11847,1124250
heldout_benign,43,0,1500,0.0,0,0.01095130086724483,0.058941058941058944,False,12312,1124250
heldout_benign,44,0,1500,0.0,0,0.011674449633088725,0.01998001998001998,True,13125,1124250
heldout_benign,45,0,1500,0.0,0,0.009594841005114521,0.5064935064935064,False,10787,1124250
heldout_benign,46,0,1500,0.0,0,0.008531910162330443,0.9020979020979021,False,9592,1124250
heldout_benign,47,0,1500,0.0,0,0.009744273960418057,0.4305694305694306,False,10955,1124250
heldout_benign,48,0,1500,0.0,0,0.010230820547031354,0.23876123876123875,False,11502,1124250
heldout_benign,49,0,1500,0.0,0,0.010199688681343117,0.25074925074925075,False,11467,1124250
attacker,0,1,1500,1.0,1500,0.06767444963308873,0.000999000999000999,True,76083,1124250
attacker,1,1,1500,1.0,1500,0.06855859461863464,0.000999000999000999,True,77077,1124250
attacker,2,1,1500,1.0,1500,0.06200133422281521,0.000999000999000999,True,69705,1124250
attacker,3,1,1500,1.0,1500,0.06745118968201023,0.000999000999000999,True,75832,1124250
attacker,4,1,1500,1.0,1500,0.06795730486991328,0.000999000999000999,True,76401,1124250
attacker,5,1,1500,1.0,1500,0.07408227707360462,0.000999000999000999,True,83287,1124250
attacker,6,1,1500,1.0,1500,0.07305403602401601,0.000999000999000999,True,82131,1124250
attacker,7,1,1500,1.0,1500,0.07630509228374471,0.000999000999000999,True,85786,1124250
attacker,8,1,1500,1.0,1500,0.07185857238158773,0.000999000999000999,True,80787,1124250
attacker,9,1,1500,1.0,1500,0.067815877251501,0.000999000999000999,True,76242,1124250
attacker,10,1,1500,1.0,1500,0.06371358683566822,0.000999000999000999,True,71630,1124250
attacker,11,1,1500,1.0,1500,0.06632688458972648,0.000999000999000999,True,74568,1124250
attacker,12,1,1500,1.0,1500,0.0631309762063598,0.000999000999000999,True,70975,1124250
attacker,13,1,1500,1.0,1500,0.0698145430286858,0.000999000999000999,True,78489,1124250
attacker,14,1,1500,1.0,1500,0.06900511452079164,0.000999000999000999,True,77579,1124250
attacker,15,1,1500,1.0,1500,0.06347609517456082,0.000999000999000999,True,71363,1124250
attacker,16,1,1500,1.0,1500,0.07875472537247054,0.000999000999000999,True,88540,1124250
attacker,17,1,1500,1.0,1500,0.07640560373582388,0.000999000999000999,True,85899,1124250
attacker,18,1,1500,1.0,1500,0.06566244162775184,0.000999000999000999,True,73821,1124250
attacker,19,1,1500,1.0,1500,0.07466933511229709,0.000999000999000999,True,83947,1124250
attacker,20,1,1500,1.0,1500,0.0640524794307316,0.000999000999000999,True,72011,1124250
attacker,21,1,1500,1.0,1500,0.07090771625528129,0.000999000999000999,True,79718,1124250
attacker,22,1,1500,1.0,1500,0.07924482988659107,0.000999000999000999,True,89091,1124250
attacker,23,1,1500,1.0,1500,0.07065065599288414,0.000999000999000999,True,79429,1124250
attacker,24,1,1500,1.0,1500,0.0670402490549255,0.000999000999000999,True,75370,1124250
attacker,25,1,1500,1.0,1500,0.06814231710028908,0.000999000999000999,True,76609,1124250
attacker,26,1,1500,1.0,1500,0.07858305537024683,0.000999000999000999,True,88347,1124250
attacker,27,1,1500,1.0,1500,0.08078007560595953,0.000999000999000999,True,90817,1124250
attacker,28,1,1500,1.0,1500,0.07708961529908828,0.000999000999000999,True,86668,1124250
attacker,29,1,1500,1.0,1500,0.06925505892817434,0.000999000999000999,True,77860,1124250
attacker,30,1,1500,1.0,1500,0.06666310873915944,0.000999000999000999,True,74946,1124250
attacker,31,1,1500,1.0,1500,0.07333689126084056,0.000999000999000999,True,82449,1124250
attacker,32,1,1500,1.0,1500,0.07646608850344674,0.000999000999000999,True,85967,1124250
attacker,33,1,1500,1.0,1500,0.06571136313097621,0.000999000999000999,True,73876,1124250
attacker,34,1,1500,1.0,1500,0.0676584389593062,0.000999000999000999,True,76065,1124250
attacker,35,1,1500,1.0,1500,0.07170469201690016,0.000999000999000999,True,80614,1124250
attacker,36,1,1500,1.0,1500,0.06912074716477652,0.000999000999000999,True,77709,1124250
attacker,37,1,1500,1.0,1500,0.07354147209250611,0.000999000999000999,True,82679,1124250
attacker,38,1,1500,1.0,1500,0.06868223259951078,0.000999000999000999,True,77216,1124250
attacker,39,1,1500,1.0,1500,0.06214276184122749,0.000999000999000999,True,69864,1124250
attacker,40,1,1500,1.0,1500,0.07073248832555036,0.000999000999000999,True,79521,1124250
attacker,41,1,1500,1.0,1500,0.06754725372470535,0.000999000999000999,True,75940,1124250
attacker,42,1,1500,1.0,1500,0.06507805203468979,0.000999000999000999,True,73164,1124250
attacker,43,1,1500,1.0,1500,0.07684056037358239,0.000999000999000999,True,86388,1124250
attacker,44,1,1500,1.0,1500,0.07351211919057149,0.000999000999000999,True,82646,1124250
attacker,45,1,1500,1.0,1500,0.07252924171670003,0.000999000999000999,True,81541,1124250
attacker,46,1,1500,1.0,1500,0.06639092728485657,0.000999000999000999,True,74640,1124250
attacker,47,1,1500,1.0,1500,0.07795597064709807,0.000999000999000999,True,87642,1124250
attacker,48,1,1500,1.0,1500,0.06280631532132533,0.000999000999000999,True,70610,1124250
attacker,49,1,1500,1.0,1500,0.06866889037135869,0.000999000999000999,True,77201,1124250
mixed_0.05,0,1,1500,0.05,75,0.01019346230820547,0.25274725274725274,False,11460,1124250
mixed_0.05,1,1,1500,0.05,75,0.010532354903268846,0.14985014985014986,False,11841,1124250
mixed_0.05,2,1,1500,0.05,75,0.009038914832110296,0.7452547452547452,False,10162,1124250
mixed_0.05,3,1,1500,0.05,75,0.009376917945296865,0.5984015984015985,False,10542,1124250
mixed_0.05,4,1,1500,0.05,75,0.010613297754058261,0.12787212787212787,False,11932,1124250
mixed_0.05,5,1,1500,0.05,75,0.01036957971981321,0.1938061938061938,False,11658,1124250
mixed_0.05,6,1,1500,0.05,75,0.009129641983544585,0.7082917082917083,False,10264,1124250
mixed_0.05,7,1,1500,0.05,75,0.009488103179897709,0.5514485514485514,False,10667,1124250
mixed_0.05,8,1,1500,0.05,75,0.009947075828329998,0.34665334665334663,False,11183,1124250
mixed_0.05,9,1,1500,0.05,75,0.010047587280409161,0.3096903096903097,False,11296,1124250
mixed_0.05,10,1,1500,0.05,75,0.010201467645096732,0.25074925074925075,False,11469,1124250
mixed_0.05,11,1,1500,0.05,75,0.008659995552590616,0.8671328671328671,False,9736,1124250
mixed_0.05,12,1,1500,0.05,75,0.01015521458750278,0.2627372627372627,False,11417,1124250
mixed_0.05,13,1,1500,0.05,75,0.01113542361574383,0.04495504495504495,True,12519,1124250
mixed_0.05,14,1,1500,0.05,75,0.009125194574160552,0.7102897102897103,False,10259,1124250
mixed_0.05,15,1,1500,0.05,75,0.00936713364465199,0.6083916083916084,False,10531,1124250
mixed_0.05,16,1,1500,0.05,75,0.010013786969090504,0.32367632367632365,False,11258,1124250
mixed_0.05,17,1,1500,0.05,75,0.010325995107849678,0.20679320679320679,False,11609,1124250
mixed_0.05,18,1,1500,0.05,75,0.009828774738714699,0.3996003996003996,False,11050,1124250
mixed_0.05,19,1,1500,0.05,75,0.010873026462085836,0.07292707292707293,False,12224,1124250
mixed_0.05,20,1,1500,0.05,75,0.012607516121859017,0.003996003996003996,True,14174,1124250
mixed_0.05,21,1,1500,0.05,75,0.009153657994218368,0.6953046953046953,False,10291,1124250
mixed_0.05,22,1,1500,0.05,75,0.009909717589504114,0.3646353646353646,False,11141,1124250
mixed_0.05,23,1,1500,0.05,75,0.009500555926173004,0.5474525474525475,False,10681,1124250
mixed_0.05,24,1,1500,0.05,75,0.010526128530131199,0.15184815184815184,False,11834,1124250
mixed_0.05,25,1,1500,0.05,75,0.01144852123637981,0.027972027972027972,True,12871,1124250
mixed_0.05,26,1,1500,0.05,75,0.009747831887925284,0.42857142857142855,False,10959,1124250
mixed_0.05,27,1,1500,0.05,75,0.011385368023126528,0.027972027972027972,True,12800,1124250
mixed_0.05,28,1,1500,0.05,75,0.010721814543028686,0.0989010989010989,False,12054,1124250
mixed_0.05,29,1,1500,0.05,75,0.009220369134978874,0.6583416583416584,False,10366,1124250
mixed_0.05,30,1,1500,0.05,75,0.008772959750945074,0.8371628371628371,False,9863,1124250
mixed_0.05,31,1,1500,0.05,75,0.00866977985323549,0.8661338661338661,False,9747,1124250
mixed_0.05,32,1,1500,0.05,75,0.009297754058261063,0.6333666333666333,False,10453,1124250
mixed_0.05,33,1,1500,0.05,75,0.009294196130753836,0.6353646353646354,False,10449,1124250
mixed_0.05,34,1,1500,0.05,75,0.009496997998665777,0.5484515484515484,False,10677,1124250
mixed_0.05,35,1,1500,0.05,75,0.01003157660662664,0.3146853146853147,False,11278,1124250
mixed_0.05,36,1,1500,0.05,75,0.009733600177896375,0.4325674325674326,False,10943,1124250
mixed_0.05,37,1,1500,0.05,75,0.012388703580164554,0.004995004995004995,True,13928,1124250
mixed_0.05,38,1,1500,0.05,75,0.00980920613742495,0.4085914085914086,False,11028,1124250
mixed_0.05,39,1,1500,0.05,75,0.009790527018012009,0.4145854145854146,False,11007,1124250
mixed_0.05,40,1,1500,0.05,75,0.010679119412941961,0.11288711288711288,False,12006,1124250
mixed_0.05,41,1,1500,0.05,75,0.008111185234600846,0.9660339660339661,False,9119,1124250
mixed_0.05,42,1,1500,0.05,75,0.00888948187680676,0.7982017982017982,False,9994,1124250
mixed_0.05,43,1,1500,0.05,75,0.009324438514565266,0.6213786213786214,False,10483,1124250
mixed_0.05,44,1,1500,0.05,75,0.010366021792305983,0.1938061938061938,False,11654,1124250
mixed_0.05,45,1,1500,0.05,75,0.009609072715143429,0.4995004995004995,False,10803,1124250
mixed_0.05,46,1,1500,0.05,75,0.009432065821658883,0.5794205794205795,False,10604,1124250
mixed_0.05,47,1,1500,0.05,75,0.009030020013342228,0.7492507492507493,False,10152,1124250
mixed_0.05,48,1,1500,0.05,75,0.01038292194796531,0.19080919080919082,False,11673,1124250
mixed_0.05,49,1,1500,0.05,75,0.00996842339337336,0.34265734265734266,False,11207,1124250
mixed_0.1,0,1,1500,0.1,150,0.011679786524349567,0.01998001998001998,True,13131,1124250
mixed_0.1,1,1,1500,0.1,150,0.009505003335557038,0.5434565434565435,False,10686,1124250
mixed_0.1,2,1,1500,0.1,150,0.010274405158994885,0.21878121878121878,False,11551,1124250
mixed_0.1,3,1,1500,0.1,150,0.009362686235267956,0.6093906093906094,False,10526,1124250
mixed_0.1,4,1,1500,0.1,150,0.009979986657771847,0.33966033966033965,False,11220,1124250
mixed_0.1,5,1,1500,0.1,150,0.010342895263509006,0.20279720279720279,False,11628,1124250
mixed_0.1,6,1,1500,0.1,150,0.010502112519457416,0.15584415584415584,False,11807,1124250
mixed_0.1,7,1,1500,0.1,150,0.009722036913497888,0.4385614385614386,False,10930,1124250
mixed_0.1,8,1,1500,0.1,150,0.010643540137869691,0.11788211788211789,False,11966,1124250
mixed_0.1,9,1,1500,0.1,150,0.010033355570380254,0.3146853146853147,False,11280,1124250
mixed_0.1,10,1,1500,0.1,150,0.011223482321547698,0.03296703296703297,True,12618,1124250
mixed_0.1,11,1,1500,0.1,150,0.009769179452968646,0.4195804195804196,False,10983,1124250
mixed_0.1,12,1,1500,0.1,150,0.009898154325105626,0.37162837162837165,False,11128,1124250
mixed_0.1,13,1,1500,0.1,150,0.01073159884367356,0.0979020979020979,False,12065,1124250
mixed_0.1,14,1,1500,0.1,150,0.011235935067822993,0.03296703296703297,True,12632,1124250
mixed_0.1,15,1,1500,0.1,150,0.009352901934623082,0.6093906093906094,False,10515,1124250
mixed_0.1,16,1,1500,0.1,150,0.009922170335779409,0.3546453546453546,False,11155,1124250
mixed_0.1,17,1,1500,0.1,150,0.011515232377140316,0.025974025974025976,True,12946,1124250
mixed_0.1,18,1,1500,0.1,150,0.009446297531687792,0.5704295704295704,False,10620,1124250
mixed_0.1,19,1,1500,0.1,150,0.012294418501223038,0.004995004995004995,True,13822,1124250
mixed_0.1,20,1,1500,0.1,150,0.010175672670669334,0.25574425574425574,False,11440,1124250
mixed_0.1,21,1,1500,0.1,150,0.011112297086946853,0.04595404595404595,True,12493,1124250
mixed_0.1,22,1,1500,0.1,150,0.009697131420947299,0.44755244755244755,False,10902,1124250
mixed_0.1,23,1,1500,0.1,150,0.008964198354458528,0.7742257742257742,False,10078,1124250
mixed_0.1,24,1,1500,0.1,150,0.01158016455414721,0.022977022977022976,True,13019,1124250
mixed_0.1,25,1,1500,0.1,150,0.009942628418945963,0.35064935064935066,False,11178,1124250
mixed_0.1,26,1,1500,0.1,150,0.009757616188570158,0.4245754245754246,False,10970,1124250
mixed_0.1,27,1,1500,0.1,150,0.010055592617300423,0.3026973026973027,False,11305,1124250
mixed_0.1,28,1,1500,0.1,150,0.010965532577273738,0.056943056943056944,False,12328,1124250
mixed_0.1,29,1,1500,0.1,150,0.010583944852123639,0.13186813186813187,False,11899,1124250
mixed_0.1,30,1,1500,0.1,150,0.01089348454525239,0.07092907092907093,False,12247,1124250
mixed_0.1,31,1,1500,0.1,150,0.01108294418501223,0.04795204795204795,True,12460,1124250
mixed_0.1,32,1,1500,0.1,150,0.011633533466755615,0.02097902097902098,True,13079,1124250
mixed_0.1,33,1,1500,0.1,150,0.00920791638870358,0.6673326673326674,False,10352,1124250
mixed_0.1,34,1,1500,0.1,150,0.010285968423393374,0.21578421578421578,False,11564,1124250
mixed_0.1,35,1,1500,0.1,150,0.010161440960640427,0.2597402597402597,False,11424,1124250
mixed_0.1,36,1,1500,0.1,150,0.011307093617967534,0.029970029970029972,True,12712,1124250
mixed_0.1,37,1,1500,0.1,150,0.009434734267289304,0.5784215784215784,False,10607,1124250
mixed_0.1,38,1,1500,0.1,150,0.010695130086724482,0.10589410589410589,False,12024,1124250
mixed_0.1,39,1,1500,0.1,150,0.00921325327996442,0.6613386613386614,False,10358,1124250
mixed_0.1,40,1,1500,0.1,150,0.01088281076273071,0.07292707292707293,False,12235,1124250
mixed_0.1,41,1,1500,0.1,150,0.009770958416722259,0.4195804195804196,False,10985,1124250
