split,query_id,label,score,p_value,suspicious
heldout_benign,0,0,0.13177698850631714,0.6816494298594538,False
heldout_benign,1,0,0.13562887907028198,0.6214531954388757,False
heldout_benign,2,0,0.11045312881469727,0.9126226465128613,False
heldout_benign,3,0,0.1185600757598877,0.8463272341553965,False
heldout_benign,4,0,0.14244407415390015,0.5092813577300451,False
heldout_benign,5,0,0.20067012310028076,0.017767170511800583,True
heldout_benign,6,0,0.115958571434021,0.8695306284805091,False
heldout_benign,7,0,0.1434958577156067,0.4920445505171042,False
heldout_benign,8,0,0.14048928022384644,0.5338106603023071,False
heldout_benign,9,0,0.19210052490234375,0.030628480509148768,True
heldout_benign,10,0,0.11038041114807129,0.9128878281622912,False
heldout_benign,11,0,0.1557835340499878,0.30204189870060993,False
heldout_benign,12,0,0.1737247109413147,0.11309997348183505,False
heldout_benign,13,0,0.15123683214187622,0.36966321930522406,False
heldout_benign,14,0,0.16997253894805908,0.14253513656854946,False
heldout_benign,15,0,0.2056606411933899,0.012463537523203394,True
heldout_benign,16,0,0.14209502935409546,0.5135242641209228,False
heldout_benign,17,0,0.1150200366973877,0.8784142137364095,False
heldout_benign,18,0,0.1488652229309082,0.4079819676478388,False
heldout_benign,19,0,0.15887606143951416,0.26610978520286394,False
heldout_benign,20,0,0.20864778757095337,0.008883585255900292,True
heldout_benign,21,0,0.16697674989700317,0.17382657120127287,False
heldout_benign,22,0,0.13955825567245483,0.5534341023601167,False
heldout_benign,23,0,0.12822866439819336,0.7337576239724211,False
heldout_benign,24,0,0.1875016689300537,0.046009016176080615,True
heldout_benign,25,0,0.1381496787071228,0.577300450808804,False
heldout_benign,26,0,0.15508121252059937,0.3126491646778043,False
heldout_benign,27,0,0.13630861043930054,0.6104481569875365,False
heldout_benign,28,0,0.1680283546447754,0.162291169451074,False
heldout_benign,29,0,0.16766178607940674,0.1662688941925219,False
heldout_benign,30,0,0.11668658256530762,0.862370723945903,False
heldout_benign,31,0,0.16727423667907715,0.1699814372845399,False
heldout_benign,32,0,0.15251857042312622,0.3500397772474145,False
heldout_benign,33,0,0.15909886360168457,0.2635905595332803,False
heldout_benign,34,0,0.16759151220321655,0.16732962079024133,False
heldout_benign,35,0,0.14935779571533203,0.400026518164943,False
heldout_benign,36,0,0.19511234760284424,0.025059665871121718,True
heldout_benign,37,0,0.1455613374710083,0.460355343410236,False
heldout_benign,38,0,0.11568021774291992,0.8717846725006629,False
heldout_benign,39,0,0.13749468326568604,0.5897639883320074,False
heldout_benign,40,0,0.1330481767654419,0.6649429859453726,False
heldout_benign,41,0,0.1276719570159912,0.7407849376823123,False
heldout_benign,42,0,0.17181318998336792,0.1276849642004773,False
heldout_benign,43,0,0.14848875999450684,0.41394855476001063,False
heldout_benign,44,0,0.12877094745635986,0.7235481304693715,False
heldout_benign,45,0,0.1263992190361023,0.7586846990188278,False
heldout_benign,46,0,0.13674604892730713,0.6039512065765049,False
heldout_benign,47,0,0.12959033250808716,0.7129408644921772,False
heldout_benign,48,0,0.1096600890159607,0.9177936886767436,False
heldout_benign,49,0,0.13533204793930054,0.6276849642004774,False
heldout_benign,50,0,0.1348491907119751,0.6364359586316627,False
heldout_benign,51,0,0.1388646960258484,0.5653672765844604,False
heldout_benign,52,0,0.11631709337234497,0.8663484486873508,False
heldout_benign,53,0,0.14191734790802002,0.5152479448422169,False
heldout_benign,54,0,0.10929280519485474,0.9211084592946168,False
heldout_benign,55,0,0.14319664239883423,0.4958896844338372,False
heldout_benign,56,0,0.1687922477722168,0.15314240254574382,False
heldout_benign,57,0,0.15550053119659424,0.30654998674091755,False
heldout_benign,58,0,0.1336081624031067,0.6581808538849112,False
heldout_benign,59,0,0.12756460905075073,0.7417130734553169,False
heldout_benign,60,0,0.10819900035858154,0.9287987271280828,False
heldout_benign,61,0,0.08831536769866943,0.9897905064969504,False
heldout_benign,62,0,0.11204898357391357,0.9024131530098117,False
heldout_benign,63,0,0.1288614273071289,0.7226199946963671,False
heldout_benign,64,0,0.15157216787338257,0.3647573587907717,False
heldout_benign,65,0,0.1987518072128296,0.0196234420578096,True
heldout_benign,66,0,0.11538398265838623,0.8750994431185362,False
heldout_benign,67,0,0.1433737874031067,0.49350304958896846,False
heldout_benign,68,0,0.13965630531311035,0.5518430124635375,False
heldout_benign,69,0,0.16251611709594727,0.22102890479978785,False
heldout_benign,70,0,0.14835858345031738,0.4173959162025988,False
heldout_benign,71,0,0.1353488564491272,0.6274197825510475,False
heldout_benign,72,0,0.10990840196609497,0.9160700079554495,False
heldout_benign,73,0,0.1341955065727234,0.6478387695571467,False
heldout_benign,74,0,0.14371132850646973,0.48766905330151156,False
heldout_benign,75,0,0.1463693380355835,0.4451073985680191,False
heldout_benign,76,0,0.142131507396698,0.513126491646778,False
heldout_benign,77,0,0.1945900321006775,0.025722619994696366,True
heldout_benign,78,0,0.1140516996383667,0.8850437549721559,False
heldout_benign,79,0,0.13559281826019287,0.6223813312118801,False
heldout_benign,80,0,0.1629766821861267,0.21532749933704587,False
heldout_benign,81,0,0.1318817138671875,0.6804561124370193,False
heldout_benign,82,0,0.08720517158508301,0.9907186422699549,False
heldout_benign,83,0,0.1132056713104248,0.8914081145584726,False
heldout_benign,84,0,0.10689043998718262,0.9371519490851233,False
heldout_benign,85,0,0.1327384114265442,0.6690533015115354,False
heldout_benign,86,0,0.1608864665031433,0.24012198355873773,False
heldout_benign,87,0,0.1520668864250183,0.356536727658446,False
heldout_benign,88,0,0.15984100103378296,0.25271811190665605,False
heldout_benign,89,0,0.1293361783027649,0.7165208167594802,False
heldout_benign,90,0,0.15291208028793335,0.343410236011668,False
heldout_benign,91,0,0.12628483772277832,0.7598780164412623,False
heldout_benign,92,0,0.1589718461036682,0.26518164942985945,False
heldout_benign,93,0,0.1269121766090393,0.7519225669583665,False
heldout_benign,94,0,0.14546412229537964,0.4616812516573853,False
heldout_benign,95,0,0.12242406606674194,0.8046937151949085,False
heldout_benign,96,0,0.1394445300102234,0.5556881463802705,False
heldout_benign,97,0,0.15495067834854126,0.3147706178732432,False
heldout_benign,98,0,0.17367398738861084,0.11349774595597985,False
heldout_benign,99,0,0.13752061128616333,0.5896313975072925,False
heldout_benign,100,0,0.11989778280258179,0.8329355608591885,False
heldout_benign,101,0,0.1594865322113037,0.25802174489525326,False
heldout_benign,102,0,0.16930770874023438,0.149032086979581,False
heldout_benign,103,0,0.14698731899261475,0.43595863166268894,False
heldout_benign,104,0,0.1851499080657959,0.05476001060726598,False
heldout_benign,105,0,0.1685848832130432,0.15499867409175286,False
heldout_benign,106,0,0.17439711093902588,0.10965261203924688,False
heldout_benign,107,0,0.15055352449417114,0.379209758684699,False
heldout_benign,108,0,0.13874995708465576,0.5673561389551843,False
heldout_benign,109,0,0.10276937484741211,0.9567753911429329,False
heldout_benign,110,0,0.1012374758720398,0.9611508883585256,False
heldout_benign,111,0,0.17283964157104492,0.11840360647043224,False
heldout_benign,112,0,0.1772007942199707,0.09188544152744631,False
heldout_benign,113,0,0.15884000062942505,0.26677273932643863,False
heldout_benign,114,0,0.1779724359512329,0.08711217183770883,False
heldout_benign,115,0,0.16433215141296387,0.19994696367011403,False
heldout_benign,116,0,0.1277679204940796,0.7393264386104481,False
heldout_benign,117,0,0.17390835285186768,0.1124370193582604,False
heldout_benign,118,0,0.14841800928115845,0.4158048263060196,False
heldout_benign,119,0,0.1346299648284912,0.6398833200742509,False
heldout_benign,120,0,0.1336733102798462,0.6569875364624768,False
heldout_benign,121,0,0.09269779920578003,0.9821002386634845,False
heldout_benign,122,0,0.10900294780731201,0.9225669583664811,False
heldout_benign,123,0,0.14415991306304932,0.4818350570140546,False
heldout_benign,124,0,0.14150214195251465,0.5218774860779634,False
heldout_benign,125,0,0.13888072967529297,0.5651020949350305,False
heldout_benign,126,0,0.1340806484222412,0.6502254044020154,False
heldout_benign,127,0,0.13914799690246582,0.5611243701935826,False
heldout_benign,128,0,0.1484716534614563,0.4143463272341554,False
heldout_benign,129,0,0.11125689744949341,0.9069212410501193,False
heldout_benign,130,0,0.14900803565979004,0.4058605144523999,False
heldout_benign,131,0,0.17343133687973022,0.11495624502784407,False
heldout_benign,132,0,0.11170101165771484,0.9044020153805357,False
heldout_benign,133,0,0.1402769684791565,0.5380535666931848,False
heldout_benign,134,0,0.1344163417816162,0.6438610448156987,False
heldout_benign,135,0,0.14309221506118774,0.4977459559798462,False
heldout_benign,136,0,0.15202033519744873,0.3577300450808804,False
heldout_benign,137,0,0.16513991355895996,0.1926544683107929,False
heldout_benign,138,0,0.152468740940094,0.3507027313709891,False
heldout_benign,139,0,0.135806143283844,0.6180058339962875,False
heldout_benign,140,0,0.1461036205291748,0.4502784407319014,False
heldout_benign,141,0,0.11568427085876465,0.871652081675948,False
heldout_benign,142,0,0.12977051734924316,0.7101564571731637,False
heldout_benign,143,0,0.13503599166870117,0.6324582338902148,False
heldout_benign,144,0,0.12403565645217896,0.7875894988066826,False
heldout_benign,145,0,0.12020671367645264,0.8298859718907452,False
heldout_benign,146,0,0.12604063749313354,0.7626624237602758,False
heldout_benign,147,0,0.1150621771812439,0.8781490320869796,False
heldout_benign,148,0,0.18769264221191406,0.045213471227791034,True
heldout_benign,149,0,0.129926860332489,0.7071068682047202,False
heldout_benign,150,0,0.1760450005531311,0.09891275523733757,False
heldout_benign,151,0,0.1591278314590454,0.26292760540970567,False
heldout_benign,152,0,0.11836099624633789,0.8477857332272607,False
heldout_benign,153,0,0.11017429828643799,0.9142137364094405,False
heldout_benign,154,0,0.1663271188735962,0.1807212940864492,False
heldout_benign,155,0,0.12039768695831299,0.8278971095200213,False
heldout_benign,156,0,0.0977165699005127,0.9720233359851498,False
heldout_benign,157,0,0.13163399696350098,0.6832405197560328,False
heldout_benign,158,0,0.1132497787475586,0.8912755237337576,False
heldout_benign,159,0,0.1481063961982727,0.4203129143463272,False
heldout_benign,160,0,0.09579908847808838,0.9766640148501724,False
heldout_benign,161,0,0.12005054950714111,0.8321400159108989,False
heldout_benign,162,0,0.1508094072341919,0.3756298064173959,False
heldout_benign,163,0,0.13164269924163818,0.6832405197560328,False
heldout_benign,164,0,0.17030590772628784,0.14041368337311058,False
heldout_benign,165,0,0.13293832540512085,0.6661363033678069,False
heldout_benign,166,0,0.1763651967048645,0.0967913020418987,False
heldout_benign,167,0,0.15935713052749634,0.2600106072659772,False
heldout_benign,168,0,0.16280591487884521,0.21797931583134447,False
heldout_benign,169,0,0.1479014754295349,0.42389286661363035,False
heldout_benign,170,0,0.11086106300354004,0.9097056483691328,False
heldout_benign,171,0,0.12327581644058228,0.7956775391142933,False
heldout_benign,172,0,0.16045743227005005,0.24476266242376027,False
heldout_benign,173,0,0.1460244059562683,0.45173693980376556,False
heldout_benign,174,0,0.1629791259765625,0.2149297268629011,False
heldout_benign,175,0,0.1147695779800415,0.8802704852824185,False
heldout_benign,176,0,0.12090867757797241,0.8219305224078494,False
heldout_benign,177,0,0.1547427773475647,0.31689207106868206,False
heldout_benign,178,0,0.1350163221359253,0.6328560063643596,False
heldout_benign,179,0,0.1418972611427307,0.5153805356669319,False
heldout_benign,180,0,0.14231228828430176,0.5111376292760541,False
heldout_benign,181,0,0.1353399157524109,0.6275523733757624,False
heldout_benign,182,0,0.15877240896224976,0.2675682842747282,False
heldout_benign,183,0,0.18590593338012695,0.05144523998939273,False
heldout_benign,184,0,0.1667943000793457,0.1762132060461416,False
heldout_benign,185,0,0.13814401626586914,0.5774330416335189,False
heldout_benign,186,0,0.17350780963897705,0.11442588172898435,False
heldout_benign,187,0,0.15941470861434937,0.2590824714929727,False
heldout_benign,188,0,0.1544550061225891,0.3208697958101299,False
heldout_benign,189,0,0.09890580177307129,0.9680456112437019,False
heldout_benign,190,0,0.1900680661201477,0.03606470432246089,True
heldout_benign,191,0,0.12133777141571045,0.8172898435428269,False
heldout_benign,192,0,0.193023681640625,0.02903739061256961,True
heldout_benign,193,0,0.1104549765586853,0.9126226465128613,False
heldout_benign,194,0,0.11746197938919067,0.8560063643595863,False
heldout_benign,195,0,0.12998110055923462,0.7065765049058605,False
heldout_benign,196,0,0.16458094120025635,0.19742773800053037,False
heldout_benign,197,0,0.1297091841697693,0.7106868204720234,False
heldout_benign,198,0,0.13277852535247803,0.6686555290373906,False
heldout_benign,199,0,0.1653423309326172,0.18973747016706444,False
heldout_benign,200,0,0.12911677360534668,0.7195704057279236,False
heldout_benign,201,0,0.1474858522415161,0.4295942720763723,False
heldout_benign,202,0,0.1560559868812561,0.2997878546804561,False
heldout_benign,203,0,0.148806631565094,0.4083797401219836,False
heldout_benign,204,0,0.1735101342201233,0.11442588172898435,False
heldout_benign,205,0,0.10033130645751953,0.9640678865022541,False
heldout_benign,206,0,0.15213912725448608,0.35507822858658183,False
heldout_benign,207,0,0.15109366178512573,0.37138690002651814,False
heldout_benign,208,0,0.1635124683380127,0.20896313975072925,False
heldout_benign,209,0,0.12596476078033447,0.7637231503579952,False
heldout_benign,210,0,0.1622489094734192,0.22407849376823125,False
heldout_benign,211,0,0.11550986766815186,0.8733757623972421,False
heldout_benign,212,0,0.15150737762451172,0.36542031291434635,False
heldout_benign,213,0,0.1572481393814087,0.2853354547865288,False
heldout_benign,214,0,0.16185033321380615,0.22938212675682843,False
heldout_benign,215,0,0.13258010149002075,0.6713073455316892,False
heldout_benign,216,0,0.1360575556755066,0.6133651551312649,False
heldout_benign,217,0,0.1464117169380188,0.4447096260938743,False
heldout_benign,218,0,0.19215047359466553,0.030628480509148768,True
heldout_benign,219,0,0.13972437381744385,0.5502519225669583,False
heldout_benign,220,0,0.14914631843566895,0.40360647043224607,False
heldout_benign,221,0,0.15422499179840088,0.32444974807743304,False
heldout_benign,222,0,0.11012434959411621,0.9146115088835852,False
heldout_benign,223,0,0.15965288877487183,0.2557677008750994,False
heldout_benign,224,0,0.11158382892608643,0.9045346062052506,False
heldout_benign,225,0,0.10985678434371948,0.9168655529037391,False
heldout_benign,226,0,0.14564353227615356,0.4594272076372315,False
heldout_benign,227,0,0.1094733476638794,0.9195173693980376,False
heldout_benign,228,0,0.16485744714736938,0.19504110315566162,False
heldout_benign,229,0,0.137454092502594,0.590559533280297,False
heldout_benign,230,0,0.16944515705108643,0.14810395120657652,False
heldout_benign,231,0,0.14095598459243774,0.5281092548395651,False
heldout_benign,232,0,0.1229209303855896,0.7985945372580218,False
heldout_benign,233,0,0.14208626747131348,0.5135242641209228,False
heldout_benign,234,0,0.1719036102294922,0.12688941925218775,False
heldout_benign,235,0,0.14211905002593994,0.513126491646778,False
heldout_benign,236,0,0.1458379030227661,0.4557146645452135,False
heldout_benign,237,0,0.1219434142112732,0.8105277114823655,False
heldout_benign,238,0,0.12950003147125244,0.7146645452134712,False
heldout_benign,239,0,0.16543805599212646,0.18841156191991515,False
heldout_benign,240,0,0.20046740770339966,0.018032352161230444,True
heldout_benign,241,0,0.11031752824783325,0.913153009811721,False
heldout_benign,242,0,0.12007933855056763,0.8313444709626094,False
heldout_benign,243,0,0.14327096939086914,0.4954919119596924,False
heldout_benign,244,0,0.13506919145584106,0.6311323256430655,False
heldout_benign,245,0,0.15780043601989746,0.2787059135507823,False
heldout_benign,246,0,0.14074987173080444,0.5311588438080085,False
heldout_benign,247,0,0.18781960010528564,0.04481569875364625,True
heldout_benign,248,0,0.14658957719802856,0.4416600371254309,False
heldout_benign,249,0,0.11887431144714355,0.8430124635375232,False
heldout_benign,250,0,0.1363661289215088,0.6097852028639618,False
heldout_benign,251,0,0.15948539972305298,0.25802174489525326,False
heldout_benign,252,0,0.17189151048660278,0.12702201007690267,False
heldout_benign,253,0,0.17653685808181763,0.09599575709360912,False
heldout_benign,254,0,0.12467867136001587,0.779368867674357,False
heldout_benign,255,0,0.15660977363586426,0.29236276849642007,False
heldout_benign,256,0,0.14973366260528564,0.3920710686820472,False
heldout_benign,257,0,0.12466609477996826,0.7796340493237868,False
heldout_benign,258,0,0.160589337348938,0.2431715725271811,False
heldout_benign,259,0,0.12473493814468384,0.779236276849642,False
heldout_benign,260,0,0.11622673273086548,0.8672765844603554,False
heldout_benign,261,0,0.1628493070602417,0.21758154335719967,False
heldout_benign,262,0,0.1512201428413391,0.369795810129939,False
heldout_benign,263,0,0.16508811712265015,0.19291964996022276,False
heldout_benign,264,0,0.1375943422317505,0.5884380800848581,False
heldout_benign,265,0,0.13887667655944824,0.5651020949350305,False
heldout_benign,266,0,0.13904398679733276,0.5629806417395916,False
heldout_benign,267,0,0.1195380687713623,0.8370458764253513,False
heldout_benign,268,0,0.14715033769607544,0.43343940599310526,False
heldout_benign,269,0,0.1611846685409546,0.23707239459029436,False
heldout_benign,270,0,0.14772146940231323,0.42641209228321403,False
heldout_benign,271,0,0.20961761474609375,0.008353221957040573,True
heldout_benign,272,0,0.14553552865982056,0.4606205250596659,False
heldout_benign,273,0,0.1611146330833435,0.23760275788915408,False
heldout_benign,274,0,0.14161354303359985,0.5197560328825245,False
heldout_benign,275,0,0.16058886051177979,0.2431715725271811,False
heldout_benign,276,0,0.1236467957496643,0.7926279501458499,False
heldout_benign,277,0,0.14309823513031006,0.49761336515513127,False
heldout_benign,278,0,0.17330366373062134,0.11575178997613365,False
heldout_benign,279,0,0.15646886825561523,0.29421904004242905,False
heldout_benign,280,0,0.10861766338348389,0.9250861840360647,False
heldout_benign,281,0,0.1340256929397583,0.6511535401750199,False
heldout_benign,282,0,0.1435014009475708,0.49177936886767437,False
heldout_benign,283,0,0.14358633756637573,0.4900556881463803,False
heldout_benign,284,0,0.16527241468429565,0.19040042429063908,False
heldout_benign,285,0,0.1742672324180603,0.1101829753381066,False
heldout_benign,286,0,0.11225402355194092,0.9008220631132325,False
heldout_benign,287,0,0.13753741979599,0.5892336250331477,False
heldout_benign,288,0,0.2059897780418396,0.012198355873773535,True
heldout_benign,289,0,0.15646761655807495,0.29421904004242905,False
heldout_benign,290,0,0.1372380256652832,0.5940068947228851,False
heldout_benign,291,0,0.1113208532333374,0.9065234685759745,False
heldout_benign,292,0,0.15375739336013794,0.3308141076637497,False
heldout_benign,293,0,0.16087967157363892,0.24025457438345266,False
heldout_benign,294,0,0.13304352760314941,0.6649429859453726,False
heldout_benign,295,0,0.13924002647399902,0.5599310527711482,False
heldout_benign,296,0,0.11839050054550171,0.8473879607531158,False
heldout_benign,297,0,0.1621512770652771,0.22580217448952533,False
heldout_benign,298,0,0.16248387098312378,0.2211614956245028,False
heldout_benign,299,0,0.1632186770439148,0.21214531954388757,False
heldout_benign,300,0,0.13218927383422852,0.677273932643861,False
heldout_benign,301,0,0.16811531782150269,0.16070007955449483,False
heldout_benign,302,0,0.2029460072517395,0.014982763192787059,True
heldout_benign,303,0,0.13351839780807495,0.6588438080084859,False
heldout_benign,304,0,0.16618913412094116,0.18191461150888358,False
heldout_benign,305,0,0.17942780256271362,0.08008485812781756,False
heldout_benign,306,0,0.14868032932281494,0.41023601166799256,False
heldout_benign,307,0,0.10292476415634155,0.9558472553699284,False
heldout_benign,308,0,0.16281414031982422,0.21784672500662955,False
heldout_benign,309,0,0.1462770700454712,0.44709626093874305,False
heldout_benign,310,0,0.13006871938705444,0.7052505966587113,False
heldout_benign,311,0,0.17046552896499634,0.13855741182710157,False
heldout_benign,312,0,0.14585256576538086,0.4557146645452135,False
heldout_benign,313,0,0.1450309157371521,0.46990188278971096,False
heldout_benign,314,0,0.10819900035858154,0.9287987271280828,False
heldout_benign,315,0,0.1590152382850647,0.26504905860514455,False
heldout_benign,316,0,0.11591869592666626,0.8696632193052241,False
heldout_benign,317,0,0.13393127918243408,0.6520816759480244,False
heldout_benign,318,0,0.1681240200996399,0.1605674887297799,False
heldout_benign,319,0,0.13870418071746826,0.5681516839034739,False
heldout_benign,320,0,0.13671189546585083,0.6044815698753646,False
heldout_benign,321,0,0.15072166919708252,0.37748607796340494,False
heldout_benign,322,0,0.189644455909729,0.03712543092018032,True
