split,stream_id,label,attacker_ratio,attacker_count_per_batch,batch_size,stream_length_batches,total_queries,detected,alarm_batch,alarm_queries,max_cost,final_cost,final_bucket_coverage,final_new_bucket_rate,final_spread,threshold
heldout_benign,0,0,0.0,0,100,10,1000,False,-1,-1,3.170906027014703,2.658800892449891,0.0537109375,0.02,0.5223987188560177,3.3254251505629187
heldout_benign,1,0,0.0,0,100,10,1000,False,-1,-1,3.173190422086474,2.5415754966024737,0.05078125,0.02,0.5195579460358358,3.3254251505629187
heldout_benign,2,0,0.0,0,100,10,1000,False,-1,-1,3.1880853373079274,2.776081203919743,0.05419921875,0.06,0.5184660520632826,3.3254251505629187
heldout_benign,3,0,0.0,0,100,10,1000,False,-1,-1,3.3082326610565764,2.7288665118809026,0.0546875,0.04,0.5153709864117176,3.3254251505629187
heldout_benign,4,0,0.0,0,100,10,1000,False,-1,-1,3.0257530792845237,2.537518915478969,0.0517578125,0.01,0.5167902654847707,3.3254251505629187
heldout_benign,5,0,0.0,0,100,10,1000,False,-1,-1,3.2624606290471685,2.682413228419688,0.05419921875,0.03,0.5157805033132673,3.3254251505629187
heldout_benign,6,0,0.0,0,100,10,1000,False,-1,-1,3.1806097161923814,2.6536185192746164,0.0546875,0.01,0.5178020995766381,3.3254251505629187
heldout_benign,7,0,0.0,0,100,10,1000,False,-1,-1,3.064103181558564,2.7555475096547823,0.05517578125,0.04,0.5171075107065378,3.3254251505629187
heldout_benign,8,0,0.0,0,100,10,1000,False,-1,-1,3.0242002407298756,2.667590174090668,0.05322265625,0.04,0.514551383233546,3.3254251505629187
heldout_benign,9,0,0.0,0,100,10,1000,False,-1,-1,3.086919505850318,2.845766027932039,0.05615234375,0.06,0.5148304840193594,3.3254251505629187
heldout_benign,10,0,0.0,0,100,10,1000,False,-1,-1,3.3153069803599475,2.7118954821254495,0.0546875,0.03,0.5184345892574251,3.3254251505629187
heldout_benign,11,0,0.0,0,100,10,1000,False,-1,-1,3.2418126155448546,2.804241502537442,0.0556640625,0.05,0.5170380307796691,3.3254251505629187
heldout_benign,12,0,0.0,0,100,10,1000,False,-1,-1,3.0637374018345476,2.7325846586769553,0.0537109375,0.05,0.5195608761413134,3.3254251505629187
heldout_benign,13,0,0.0,0,100,10,1000,True,1,100,3.5696011902761926,2.609195560964657,0.05224609375,0.03,0.5162568980318493,3.3254251505629187
heldout_benign,14,0,0.0,0,100,10,1000,False,-1,-1,3.264633019005626,2.9058844892259623,0.05908203125,0.03,0.5157863590314667,3.3254251505629187
heldout_benign,15,0,0.0,0,100,10,1000,False,-1,-1,3.0214584248490803,2.4942402041577925,0.048828125,0.03,0.5161194539598828,3.3254251505629187
heldout_benign,16,0,0.0,0,100,10,1000,False,-1,-1,3.0750048872119433,2.641002246711128,0.05224609375,0.04,0.5173143107392022,3.3254251505629187
heldout_benign,17,0,0.0,0,100,10,1000,False,-1,-1,3.191820897315797,2.666272043988206,0.05419921875,0.02,0.5190746187489669,3.3254251505629187
heldout_benign,18,0,0.0,0,100,10,1000,False,-1,-1,3.1805301749060626,2.5867041333506133,0.05126953125,0.03,0.5196651606088957,3.3254251505629187
heldout_benign,19,0,0.0,0,100,10,1000,False,-1,-1,3.121031556531663,2.520846454523328,0.05126953125,0.01,0.5169269164902053,3.3254251505629187
heldout_benign,20,0,0.0,0,100,10,1000,False,-1,-1,3.23497208689981,2.6976544767349666,0.05322265625,0.05,0.5151248006347401,3.3254251505629187
heldout_benign,21,0,0.0,0,100,10,1000,False,-1,-1,3.1451638716071275,2.749970648437735,0.0556640625,0.03,0.517518349085306,3.3254251505629187
heldout_benign,22,0,0.0,0,100,10,1000,False,-1,-1,3.0459950260419904,2.602336965885314,0.05029296875,0.05,0.517639267064693,3.3254251505629187
heldout_benign,23,0,0.0,0,100,10,1000,False,-1,-1,3.131954211665308,2.6301729932723505,0.052734375,0.03,0.5170728450317246,3.3254251505629187
